"Step","coin3_baseline - SW_ep_rew_mean","coin3_baseline - SW_ep_rew_mean__MIN","coin3_baseline - SW_ep_rew_mean__MAX"
"18960000","-0.5066667397816976","-0.5066667397816976","-0.5066667397816976"
"19008000","-0.37999993562698364","-0.37999993562698364","-0.37999993562698364"
"19056000","-0.25333334505558014","-0.25333334505558014","-0.25333334505558014"
"19104000","0.07999996344248454","0.07999996344248454","0.07999996344248454"
"19152000","-0.4666665593783061","-0.4666665593783061","-0.4666665593783061"
"19200000","0.20666674772898355","0.20666674772898355","0.20666674772898355"
"19248000","-0.013333360354105631","-0.013333360354105631","-0.013333360354105631"
"19296000","-0.4333333174387614","-0.4333333174387614","-0.4333333174387614"
"19344000","-0.059999982515970864","-0.059999982515970864","-0.059999982515970864"
"19392000","0.059999942779541016","0.059999942779541016","0.059999942779541016"
"19440000","-0.12666678428649902","-0.12666678428649902","-0.12666678428649902"
"19488000","0.5066666603088379","0.5066666603088379","0.5066666603088379"
"19536000","0.060000101725260414","0.060000101725260414","0.060000101725260414"
"19584000","0.1266667048136393","0.1266667048136393","0.1266667048136393"
"19632000","-0.16666670640309653","-0.16666670640309653","-0.16666670640309653"
"19680000","0.9933333396911621","0.9933333396911621","0.9933333396911621"
"19728000","-0.2466667095820109","-0.2466667095820109","-0.2466667095820109"
"19776000","0.7733333110809326","0.7733333110809326","0.7733333110809326"
"19824000","0.05333336194356283","0.05333336194356283","0.05333336194356283"
"19872000","0.7199999491373698","0.7199999491373698","0.7199999491373698"
"19920000","0.19333322842915854","0.19333322842915854","0.19333322842915854"
"19968000","-0.1333333651224772","-0.1333333651224772","-0.1333333651224772"
"20016000","0.5","0.5","0.5"
"20064000","0.08666674296061198","0.08666674296061198","0.08666674296061198"
"20112000","0.2200000286102295","0.2200000286102295","0.2200000286102295"
"20160000","0.5999999046325684","0.5999999046325684","0.5999999046325684"
"20208000","0.5866665840148926","0.5866665840148926","0.5866665840148926"
"20256000","0.6266666253407797","0.6266666253407797","0.6266666253407797"
"20304000","0.7933332920074463","0.7933332920074463","0.7933332920074463"
"20352000","-0.11333338419596355","-0.11333338419596355","-0.11333338419596355"
"20400000","1.1400000254313152","1.1400000254313152","1.1400000254313152"
"20448000","0.46666677792867023","0.46666677792867023","0.46666677792867023"
"20496000","-0.07333334287007649","-0.07333334287007649","-0.07333334287007649"
"20544000","0.05333336194356283","0.05333336194356283","0.05333336194356283"
"20592000","0.08000000317891438","0.08000000317891438","0.08000000317891438"
"20640000","-0.07333334287007649","-0.07333334287007649","-0.07333334287007649"
"20688000","0.2799999713897705","0.2799999713897705","0.2799999713897705"
"20736000","-0.319999893506368","-0.319999893506368","-0.319999893506368"
"20784000","0.10666672388712566","0.10666672388712566","0.10666672388712566"
"20832000","0.9066667556762695","0.9066667556762695","0.9066667556762695"
"20880000","0.25333325068155926","0.25333325068155926","0.25333325068155926"
"20928000","0.1933333476384481","0.1933333476384481","0.1933333476384481"
"20976000","0.5733333428700765","0.5733333428700765","0.5733333428700765"
"21024000","0.2666666507720947","0.2666666507720947","0.2666666507720947"
"21072000","-0.47333329916000366","-0.47333329916000366","-0.47333329916000366"
"21120000","0.08666666348775227","0.08666666348775227","0.08666666348775227"
"21168000","0.7133333285649618","0.7133333285649618","0.7133333285649618"
"21216000","-0.06666666269302368","-0.06666666269302368","-0.06666666269302368"
"21264000","0.4599999984105428","0.4599999984105428","0.4599999984105428"
"21312000","0.2866666316986084","0.2866666316986084","0.2866666316986084"
"21360000","0.019999980926513672","0.019999980926513672","0.019999980926513672"
"21408000","-0.46666661898295086","-0.46666661898295086","-0.46666661898295086"
"21456000","-0.11999996503194173","-0.11999996503194173","-0.11999996503194173"
"21504000","0.23333334922790527","0.23333334922790527","0.23333334922790527"
"21552000","0.46666661898295086","0.46666661898295086","0.46666661898295086"
"21600000","-0.16666666666666666","-0.16666666666666666","-0.16666666666666666"
"21648000","0.11333330472310384","0.11333330472310384","0.11333330472310384"
"21696000","-0.23333342870076498","-0.23333342870076498","-0.23333342870076498"
"21744000","-0.6133334239323934","-0.6133334239323934","-0.6133334239323934"
"21792000","-0.21999998887379965","-0.21999998887379965","-0.21999998887379965"
"21840000","-0.06000002225240072","-0.06000002225240072","-0.06000002225240072"
"21888000","-0.6266667048136393","-0.6266667048136393","-0.6266667048136393"
"21936000","-0.08000000317891438","-0.08000000317891438","-0.08000000317891438"
"21984000","-0.36666667461395264","-0.36666667461395264","-0.36666667461395264"
"22032000","-0.7799999713897705","-0.7799999713897705","-0.7799999713897705"
"22080000","-0.08000000317891438","-0.08000000317891438","-0.08000000317891438"
"22128000","-0.24666674931844076","-0.24666674931844076","-0.24666674931844076"
"22176000","-1.0666667620340984","-1.0666667620340984","-1.0666667620340984"
"22224000","0.5599998633066813","0.5599998633066813","0.5599998633066813"
"22272000","-0.6733333269755045","-0.6733333269755045","-0.6733333269755045"
"22320000","-0.09333340326944987","-0.09333340326944987","-0.09333340326944987"
"22368000","0.15999996662139893","0.15999996662139893","0.15999996662139893"
"22416000","-0.013333340485890707","-0.013333340485890707","-0.013333340485890707"
"22464000","-0.36666663487752277","-0.36666663487752277","-0.36666663487752277"
"22512000","-0.14000006516774496","-0.14000006516774496","-0.14000006516774496"
"22560000","-0.30666665236155194","-0.30666665236155194","-0.30666665236155194"
"22608000","0.013333320617675781","0.013333320617675781","0.013333320617675781"
"22656000","0.2733333508173625","0.2733333508173625","0.2733333508173625"
"22704000","-0.09999994436899821","-0.09999994436899821","-0.09999994436899821"
"22752000","-0.4933332602183024","-0.4933332602183024","-0.4933332602183024"
"22800000","0.006666739781697591","0.006666739781697591","0.006666739781697591"
"22848000","0.440000057220459","0.440000057220459","0.440000057220459"
"22896000","-0.6066667238871256","-0.6066667238871256","-0.6066667238871256"
"22944000","-0.986666719118754","-0.986666719118754","-0.986666719118754"
"22992000","-0.666666587193807","-0.666666587193807","-0.666666587193807"
"23040000","-0.5466666221618652","-0.5466666221618652","-0.5466666221618652"
"23088000","0.1333333651224772","0.1333333651224772","0.1333333651224772"
"23136000","-0.6800000866254171","-0.6800000866254171","-0.6800000866254171"
"23184000","0.10666663448015849","0.10666663448015849","0.10666663448015849"
"23232000","-0.4599999984105428","-0.4599999984105428","-0.4599999984105428"
"23280000","-0.21999990940093994","-0.21999990940093994","-0.21999990940093994"
"23328000","-0.0666666030883789","-0.0666666030883789","-0.0666666030883789"
"23376000","-0.20666668812433878","-0.20666668812433878","-0.20666668812433878"
"23424000","0.22666660944620767","0.22666660944620767","0.22666660944620767"
"23472000","-3.9736429850260414e-8","-3.9736429850260414e-8","-3.9736429850260414e-8"
"23520000","-0.026666720708211262","-0.026666720708211262","-0.026666720708211262"
"23568000","-0.17999998728434244","-0.17999998728434244","-0.17999998728434244"
"23616000","-0.6866667071978251","-0.6866667071978251","-0.6866667071978251"
"23664000","-0.1399999459584554","-0.1399999459584554","-0.1399999459584554"
"23712000","-0.19333342711130777","-0.19333342711130777","-0.19333342711130777"
"23760000","0.36666667461395264","0.36666667461395264","0.36666667461395264"
"23808000","-0.9066666563351949","-0.9066666563351949","-0.9066666563351949"
"23856000","-1.0799999634424846","-1.0799999634424846","-1.0799999634424846"
"23904000","-0.6799999624490738","-0.6799999624490738","-0.6799999624490738"
"23952000","-0.13999998569488525","-0.13999998569488525","-0.13999998569488525"
"24000000","-0.5399999022483826","-0.5399999022483826","-0.5399999022483826"
"24048000","-0.5866666634877523","-0.5866666634877523","-0.5866666634877523"
"24096000","-0.4333333969116211","-0.4333333969116211","-0.4333333969116211"
"24144000","-0.9733333786328634","-0.9733333786328634","-0.9733333786328634"
"24192000","-1.0600000421206157","-1.0600000421206157","-1.0600000421206157"
"24240000","-0.8066666523615519","-0.8066666523615519","-0.8066666523615519"
"24288000","-0.42666669686635333","-0.42666669686635333","-0.42666669686635333"
"24336000","-0.3866666952768962","-0.3866666952768962","-0.3866666952768962"
"24384000","-0.3800000548362732","-0.3800000548362732","-0.3800000548362732"
"24432000","-0.4266665776570638","-0.4266665776570638","-0.4266665776570638"
"24480000","-0.2333332896232605","-0.2333332896232605","-0.2333332896232605"
"24528000","-0.16000000635782877","-0.16000000635782877","-0.16000000635782877"
"24576000","-0.15333334604899088","-0.15333334604899088","-0.15333334604899088"
"24624000","-0.04000000158945719","-0.04000000158945719","-0.04000000158945719"
"24672000","0.32000001271565753","0.32000001271565753","0.32000001271565753"
"24720000","-1.0533334215482075","-1.0533334215482075","-1.0533334215482075"
"24768000","0.059999982515970864","0.059999982515970864","0.059999982515970864"
"24816000","0.05333336194356283","0.05333336194356283","0.05333336194356283"
"24864000","0.0533332626024882","0.0533332626024882","0.0533332626024882"
"24912000","-0.3133334120114644","-0.3133334120114644","-0.3133334120114644"
"24960000","-0.47333327929178876","-0.47333327929178876","-0.47333327929178876"
"25008000","-0.9333332528670629","-0.9333332528670629","-0.9333332528670629"
"25056000","-0.5066666801770529","-0.5066666801770529","-0.5066666801770529"
"25104000","-0.5733333230018616","-0.5733333230018616","-0.5733333230018616"
"25152000","-0.27333327134450275","-0.27333327134450275","-0.27333327134450275"
"25200000","-0.7599999705950419","-0.7599999705950419","-0.7599999705950419"
"25248000","-0.17333326737085977","-0.17333326737085977","-0.17333326737085977"
"25296000","-0.013333320617675781","-0.013333320617675781","-0.013333320617675781"
"25344000","-0.09333336353302002","-0.09333336353302002","-0.09333336353302002"
"25392000","-0.32666677236557007","-0.32666677236557007","-0.32666677236557007"
"25440000","0.2666667302449544","0.2666667302449544","0.2666667302449544"
"25488000","-0.2133334477742513","-0.2133334477742513","-0.2133334477742513"
"25536000","-0.23333340883255005","-0.23333340883255005","-0.23333340883255005"
"25584000","-0.33999993403752643","-0.33999993403752643","-0.33999993403752643"
"25632000","0.06666676203409831","0.06666676203409831","0.06666676203409831"
"25680000","-0.6333332856496176","-0.6333332856496176","-0.6333332856496176"
"25728000","-0.053333282470703125","-0.053333282470703125","-0.053333282470703125"
"25776000","-0.18666664759318033","-0.18666664759318033","-0.18666664759318033"
"25824000","-0.68666672706604","-0.68666672706604","-0.68666672706604"
"25872000","-0.17333332697550455","-0.17333332697550455","-0.17333332697550455"
"25920000","-0.28000009059906006","-0.28000009059906006","-0.28000009059906006"
"25968000","-0.2866665820280711","-0.2866665820280711","-0.2866665820280711"
"26016000","0.23333334922790527","0.23333334922790527","0.23333334922790527"
"26064000","0.24666666984558105","0.24666666984558105","0.24666666984558105"
"26112000","-0.04000004132588705","-0.04000004132588705","-0.04000004132588705"
"26160000","-0.12000000476837158","-0.12000000476837158","-0.12000000476837158"
"26208000","-0.11999988555908203","-0.11999988555908203","-0.11999988555908203"
"26256000","-0.10666658480962117","-0.10666658480962117","-0.10666658480962117"
"26304000","0.2600000699361165","0.2600000699361165","0.2600000699361165"
"26352000","0.3866666952768962","0.3866666952768962","0.3866666952768962"
"26400000","-0.45333341757456463","-0.45333341757456463","-0.45333341757456463"
"26448000","-0.45333335796991986","-0.45333335796991986","-0.45333335796991986"
"26496000","-0.05999986330668131","-0.05999986330668131","-0.05999986330668131"
"26544000","0.11999992529551189","0.11999992529551189","0.11999992529551189"
"26592000","-0.5333332642912865","-0.5333332642912865","-0.5333332642912865"
"26640000","-0.22666656970977783","-0.22666656970977783","-0.22666656970977783"
"26688000","-0.8933333257834116","-0.8933333257834116","-0.8933333257834116"
"26736000","-0.9200000762939453","-0.9200000762939453","-0.9200000762939453"
"26784000","-0.46666661898295086","-0.46666661898295086","-0.46666661898295086"
"26832000","-0.5666666726271311","-0.5666666726271311","-0.5666666726271311"
"26880000","-0.8000000317891439","-0.8000000317891439","-0.8000000317891439"
"26928000","-0.5999999642372131","-0.5999999642372131","-0.5999999642372131"
"26976000","-0.6199999352296194","-0.6199999352296194","-0.6199999352296194"
"27024000","-0.3599999745686849","-0.3599999745686849","-0.3599999745686849"
"27072000","-0.1933333476384481","-0.1933333476384481","-0.1933333476384481"
"27120000","-0.2733333905537923","-0.2733333905537923","-0.2733333905537923"
"27168000","-0.033333281675974526","-0.033333281675974526","-0.033333281675974526"
"27216000","-0.3800000349680583","-0.3800000349680583","-0.3800000349680583"
"27264000","0.1400000254313151","0.1400000254313151","0.1400000254313151"
"27312000","0.06666665027538936","0.06666665027538936","0.06666665027538936"
"27360000","-0.793333371480306","-0.793333371480306","-0.793333371480306"
"27408000","0.1399999459584554","0.1399999459584554","0.1399999459584554"
"27456000","-0.2533333698908488","-0.2533333698908488","-0.2533333698908488"
"27504000","-0.2666666507720947","-0.2666666507720947","-0.2666666507720947"
"27552000","-0.48000001907348633","-0.48000001907348633","-0.48000001907348633"
"27600000","-0.22666664918263754","-0.22666664918263754","-0.22666664918263754"
"27648000","-0.006666660308837891","-0.006666660308837891","-0.006666660308837891"
"27696000","-0.5800000627835592","-0.5800000627835592","-0.5800000627835592"
"27744000","-0.35333335399627686","-0.35333335399627686","-0.35333335399627686"
"27792000","-0.2933332920074463","-0.2933332920074463","-0.2933332920074463"
"27840000","0.1066666841506958","0.1066666841506958","0.1066666841506958"
"27888000","-0.026666641235351562","-0.026666641235351562","-0.026666641235351562"
"27936000","-0.06666678190231323","-0.06666678190231323","-0.06666678190231323"
"27984000","-0.30000003178914386","-0.30000003178914386","-0.30000003178914386"
"28032000","-0.3200001319249471","-0.3200001319249471","-0.3200001319249471"
"28080000","0.5666666030883789","0.5666666030883789","0.5666666030883789"
"28128000","0.019999961058298748","0.019999961058298748","0.019999961058298748"
"28176000","0.05333336194356283","0.05333336194356283","0.05333336194356283"
"28224000","-0.3000000516573588","-0.3000000516573588","-0.3000000516573588"
"28272000","0.24666666984558105","0.24666666984558105","0.24666666984558105"
"28320000","0.08666662375132243","0.08666662375132243","0.08666662375132243"
"28368000","-0.32000009218851727","-0.32000009218851727","-0.32000009218851727"
"28416000","-0.3333332631736994","-0.3333332631736994","-0.3333332631736994"
"28464000","-0.9600000530481339","-0.9600000530481339","-0.9600000530481339"
"28512000","0.15333342552185059","0.15333342552185059","0.15333342552185059"
"28560000","-0.6066667636235555","-0.6066667636235555","-0.6066667636235555"
"28608000","-0.6333333949247996","-0.6333333949247996","-0.6333333949247996"
"28656000","-0.27333327134450275","-0.27333327134450275","-0.27333327134450275"
"28704000","-0.880000094572703","-0.880000094572703","-0.880000094572703"
"28752000","-0.7600000301996866","-0.7600000301996866","-0.7600000301996866"
"28800000","-0.23333326975504556","-0.23333326975504556","-0.23333326975504556"
"28848000","0.2200000286102295","0.2200000286102295","0.2200000286102295"
"28896000","-0.059999982515970864","-0.059999982515970864","-0.059999982515970864"
"28944000","0.3666667143503825","0.3666667143503825","0.3666667143503825"
"28992000","0.1066666841506958","0.1066666841506958","0.1066666841506958"
"29040000","-0.206666628519694","-0.206666628519694","-0.206666628519694"
"29088000","0.206666628519694","0.206666628519694","0.206666628519694"
"29136000","0.5533333619435629","0.5533333619435629","0.5533333619435629"
"29184000","-0.4266667366027832","-0.4266667366027832","-0.4266667366027832"
"29232000","-0.0333333412806193","-0.0333333412806193","-0.0333333412806193"
"29280000","0.4999999801317851","0.4999999801317851","0.4999999801317851"
"29328000","0.3666667143503825","0.3666667143503825","0.3666667143503825"
"29376000","0.6666667858759562","0.6666667858759562","0.6666667858759562"
"29424000","0.06666676203409831","0.06666676203409831","0.06666676203409831"
"29472000","-0.14666674534479776","-0.14666674534479776","-0.14666674534479776"
"29520000","-0.11333334445953369","-0.11333334445953369","-0.11333334445953369"
"29568000","-0.02666674057642619","-0.02666674057642619","-0.02666674057642619"
"29616000","-0.15333334604899088","-0.15333334604899088","-0.15333334604899088"
"29664000","-0.32000001271565753","-0.32000001271565753","-0.32000001271565753"
"29712000","-0.04666666189829508","-0.04666666189829508","-0.04666666189829508"
"29760000","-0.11333332459131877","-0.11333332459131877","-0.11333332459131877"
"29808000","-0.16666674613952637","-0.16666674613952637","-0.16666674613952637"
"29856000","-0.2133334477742513","-0.2133334477742513","-0.2133334477742513"
"29904000","0.44666655858357746","0.44666655858357746","0.44666655858357746"
"29952000","-0.15999996662139893","-0.15999996662139893","-0.15999996662139893"
"30000000","0.49333329995473224","0.49333329995473224","0.49333329995473224"
"30048000","-0.20000012715657553","-0.20000012715657553","-0.20000012715657553"
"30096000","-0.19333335757255554","-0.19333335757255554","-0.19333335757255554"
"30144000","0.019999980926513672","0.019999980926513672","0.019999980926513672"
"30192000","-0.4533333381017049","-0.4533333381017049","-0.4533333381017049"
"30240000","0.11333330472310384","0.11333330472310384","0.11333330472310384"
"30288000","0.22666668891906738","0.22666668891906738","0.22666668891906738"
"30336000","0.16666666666666666","0.16666666666666666","0.16666666666666666"
"30384000","-0.5866665442784628","-0.5866665442784628","-0.5866665442784628"
"30432000","0.47333335876464844","0.47333335876464844","0.47333335876464844"
"30480000","-0.31999994317690533","-0.31999994317690533","-0.31999994317690533"
"30528000","0.26666657129923504","0.26666657129923504","0.26666657129923504"
"30576000","-0.0333333412806193","-0.0333333412806193","-0.0333333412806193"
"30624000","0.4466666380564372","0.4466666380564372","0.4466666380564372"
"30672000","-0.7666667004426321","-0.7666667004426321","-0.7666667004426321"
"30720000","0.24000000953674316","0.24000000953674316","0.24000000953674316"
"30768000","0.42666677633921307","0.42666677633921307","0.42666677633921307"
"30816000","0.746666669845581","0.746666669845581","0.746666669845581"
"30864000","-0.6666667430351177","-0.6666667430351177","-0.6666667430351177"
"30912000","0.1533332665761312","0.1533332665761312","0.1533332665761312"
"30960000","0.16000000635782877","0.16000000635782877","0.16000000635782877"
"31008000","-0.3799999753634135","-0.3799999753634135","-0.3799999753634135"
"31056000","-0.060000061988830566","-0.060000061988830566","-0.060000061988830566"
"31104000","-0.3200000065068404","-0.3200000065068404","-0.3200000065068404"
"31152000","0.3800000747044881","0.3800000747044881","0.3800000747044881"
"31200000","-0.3399999936421712","-0.3399999936421712","-0.3399999936421712"
"31248000","0.19333330790201822","0.19333330790201822","0.19333330790201822"
"31296000","0.19333342711130777","0.19333342711130777","0.19333342711130777"
"31344000","0.11333330472310384","0.11333330472310384","0.11333330472310384"
"31392000","0.13333332538604736","0.13333332538604736","0.13333332538604736"
"31440000","-0.21333332856496176","-0.21333332856496176","-0.21333332856496176"
"31488000","-0.1400000254313151","-0.1400000254313151","-0.1400000254313151"
"31536000","-0.25333325068155926","-0.25333325068155926","-0.25333325068155926"
"31584000","-0.2733333110809326","-0.2733333110809326","-0.2733333110809326"
"31632000","0.20000000794728598","0.20000000794728598","0.20000000794728598"
"31680000","0.23999993006388345","0.23999993006388345","0.23999993006388345"
"31728000","-0.2600000500679016","-0.2600000500679016","-0.2600000500679016"
"31776000","0.14666672547658285","0.14666672547658285","0.14666672547658285"
"31824000","-0.12000012397766113","-0.12000012397766113","-0.12000012397766113"
"31872000","-0.046666622161865234","-0.046666622161865234","-0.046666622161865234"
"31920000","0.13999998569488525","0.13999998569488525","0.13999998569488525"
"31968000","-0.5266665816307068","-0.5266665816307068","-0.5266665816307068"
"32016000","-0.2666667054096858","-0.2666667054096858","-0.2666667054096858"
"32064000","-0.30666672190030414","-0.30666672190030414","-0.30666672190030414"
"32112000","-0.15999996662139893","-0.15999996662139893","-0.15999996662139893"
"32160000","0.23333326975504556","0.23333326975504556","0.23333326975504556"
"32208000","0.06666669249534607","0.06666669249534607","0.06666669249534607"
"32256000","-0.033333420753479004","-0.033333420753479004","-0.033333420753479004"
"32304000","0.026666700839996338","0.026666700839996338","0.026666700839996338"
"32352000","-0.15999996910492578","-0.15999996910492578","-0.15999996910492578"
"32400000","0.5133333206176758","0.5133333206176758","0.5133333206176758"
"32448000","-0.5533332824707031","-0.5533332824707031","-0.5533332824707031"
"32496000","0.019999901453653973","0.019999901453653973","0.019999901453653973"
"32544000","-0.10666670401891072","-0.10666670401891072","-0.10666670401891072"
"32592000","-0.17333324750264487","-0.17333324750264487","-0.17333324750264487"
"32640000","-0.47333327929178876","-0.47333327929178876","-0.47333327929178876"
"32688000","0.3266667028268178","0.3266667028268178","0.3266667028268178"
"32736000","-0.21333338816960654","-0.21333338816960654","-0.21333338816960654"
"32784000","0.03333330154418945","0.03333330154418945","0.03333330154418945"
"32832000","0.09999998410542806","0.09999998410542806","0.09999998410542806"
"32880000","0.16666658719380698","0.16666658719380698","0.16666658719380698"
"32928000","-0.2133332888285319","-0.2133332888285319","-0.2133332888285319"
"32976000","0.060000101725260414","0.060000101725260414","0.060000101725260414"
"33024000","0.04666670163472494","0.04666670163472494","0.04666670163472494"
"33072000","-0.00666658083597819","-0.00666658083597819","-0.00666658083597819"
"33120000","-0.19333330790201822","-0.19333330790201822","-0.19333330790201822"
"33168000","-0.0800000826517741","-0.0800000826517741","-0.0800000826517741"
"33216000","-0.3799999952316284","-0.3799999952316284","-0.3799999952316284"
"33264000","-0.5266666809717814","-0.5266666809717814","-0.5266666809717814"
"33312000","0.4266666571299235","0.4266666571299235","0.4266666571299235"
"33360000","-0.27999987204869586","-0.27999987204869586","-0.27999987204869586"
"33408000","0.026666641235351562","0.026666641235351562","0.026666641235351562"
"33456000","-0.1066665252049764","-0.1066665252049764","-0.1066665252049764"
"33504000","-0.5933331648508707","-0.5933331648508707","-0.5933331648508707"
"33552000","-0.11333338419596355","-0.11333338419596355","-0.11333338419596355"
"33600000","-0.06000002225240072","-0.06000002225240072","-0.06000002225240072"
"33648000","-0.4133333961168925","-0.4133333961168925","-0.4133333961168925"
"33696000","-0.059999942779541016","-0.059999942779541016","-0.059999942779541016"
"33744000","-0.2666667699813843","-0.2666667699813843","-0.2666667699813843"
"33792000","-0.37999987602233887","-0.37999987602233887","-0.37999987602233887"
"33840000","-0.23333330949147543","-0.23333330949147543","-0.23333330949147543"
"33888000","-0.34000007311503094","-0.34000007311503094","-0.34000007311503094"
"33936000","0.2800000508626302","0.2800000508626302","0.2800000508626302"
"33984000","-0.11333338419596355","-0.11333338419596355","-0.11333338419596355"
"34032000","0.3266667127609253","0.3266667127609253","0.3266667127609253"
"34080000","0.3066667715708415","0.3066667715708415","0.3066667715708415"
"34128000","0.40666667620340985","0.40666667620340985","0.40666667620340985"
"34176000","0.2800000508626302","0.2800000508626302","0.2800000508626302"
"34224000","0.1333333651224772","0.1333333651224772","0.1333333651224772"
"34272000","-0.386666735013326","-0.386666735013326","-0.386666735013326"
"34320000","0.3133331934611003","0.3133331934611003","0.3133331934611003"
"34368000","-0.19333338737487793","-0.19333338737487793","-0.19333338737487793"
"34416000","-0.6200001041094462","-0.6200001041094462","-0.6200001041094462"
"34464000","0.033333420753479004","0.033333420753479004","0.033333420753479004"
"34512000","0.006666660308837891","0.006666660308837891","0.006666660308837891"
"34560000","0.013333479563395182","0.013333479563395182","0.013333479563395182"
"34608000","-0.11333330472310384","-0.11333330472310384","-0.11333330472310384"
"34656000","-0.7133333683013916","-0.7133333683013916","-0.7133333683013916"
"34704000","-0.14666668574015299","-0.14666668574015299","-0.14666668574015299"
"34752000","-0.5600000818570455","-0.5600000818570455","-0.5600000818570455"
"34800000","-0.5999999443689982","-0.5999999443689982","-0.5999999443689982"
"34848000","-0.7866666316986084","-0.7866666316986084","-0.7866666316986084"
"34896000","-0.07333338260650635","-0.07333338260650635","-0.07333338260650635"
"34944000","-0.613333264986674","-0.613333264986674","-0.613333264986674"
"34992000","-0.8399999936421713","-0.8399999936421713","-0.8399999936421713"
"35040000","-0.7066667675971985","-0.7066667675971985","-0.7066667675971985"
"35088000","-0.7400000095367432","-0.7400000095367432","-0.7400000095367432"
"35136000","-0.26666657129923504","-0.26666657129923504","-0.26666657129923504"
"35184000","-0.29333337148030597","-0.29333337148030597","-0.29333337148030597"
"35232000","-0.753333330154419","-0.753333330154419","-0.753333330154419"
"35280000","-0.1466666062672933","-0.1466666062672933","-0.1466666062672933"
"35328000","-0.49333329995473224","-0.49333329995473224","-0.49333329995473224"
"35376000","0.14666668574015299","0.14666668574015299","0.14666668574015299"
"35424000","-0.11333330472310384","-0.11333330472310384","-0.11333330472310384"
"35472000","-0.6066666841506958","-0.6066666841506958","-0.6066666841506958"
"35520000","-0.7199999888737997","-0.7199999888737997","-0.7199999888737997"
"35568000","0.013333320617675781","0.013333320617675781","0.013333320617675781"
"35616000","-0.1066666046778361","-0.1066666046778361","-0.1066666046778361"
"35664000","-0.053333282470703125","-0.053333282470703125","-0.053333282470703125"
"35712000","0.026666641235351562","0.026666641235351562","0.026666641235351562"
"35760000","0.10000006357828777","0.10000006357828777","0.10000006357828777"
"35808000","0.4333333571751912","0.4333333571751912","0.4333333571751912"
"35856000","-0.09333320458730061","-0.09333320458730061","-0.09333320458730061"
"35904000","0.060000061988830566","0.060000061988830566","0.060000061988830566"
"35952000","-0.353333314259847","-0.353333314259847","-0.353333314259847"
"36000000","-0.32000009218851727","-0.32000009218851727","-0.32000009218851727"
"36048000","-0.18000008662541708","-0.18000008662541708","-0.18000008662541708"
"36096000","0.6400000254313151","0.6400000254313151","0.6400000254313151"
"36144000","0.5600000619888306","0.5600000619888306","0.5600000619888306"
"36192000","-0.7466665903727213","-0.7466665903727213","-0.7466665903727213"
"36240000","0.10000002384185791","0.10000002384185791","0.10000002384185791"
"36288000","0.546666701634725","0.546666701634725","0.546666701634725"
"36336000","-0.3599999745686849","-0.3599999745686849","-0.3599999745686849"
"36384000","-0.4733333985010783","-0.4733333985010783","-0.4733333985010783"
"36432000","-0.8466667135556539","-0.8466667135556539","-0.8466667135556539"
"36480000","0.36666667958100635","0.36666667958100635","0.36666667958100635"
"36528000","-0.5533332824707031","-0.5533332824707031","-0.5533332824707031"
"36576000","0.026666720708211262","0.026666720708211262","0.026666720708211262"
"36624000","3.9736429850260414e-8","3.9736429850260414e-8","3.9736429850260414e-8"
"36672000","-0.2733333110809326","-0.2733333110809326","-0.2733333110809326"
"36720000","-0.6666666269302368","-0.6666666269302368","-0.6666666269302368"
"36768000","0.09999998410542806","0.09999998410542806","0.09999998410542806"
"36816000","0.1333333651224772","0.1333333651224772","0.1333333651224772"
"36864000","-0.40000007549921673","-0.40000007549921673","-0.40000007549921673"
"36912000","-0.19333326816558838","-0.19333326816558838","-0.19333326816558838"
"36960000","-0.2666666905085246","-0.2666666905085246","-0.2666666905085246"
"37008000","0.2799998919169108","0.2799998919169108","0.2799998919169108"
"37056000","-0.6533333460489908","-0.6533333460489908","-0.6533333460489908"
"37104000","-0.4266665776570638","-0.4266665776570638","-0.4266665776570638"
"37152000","-0.37999991575876874","-0.37999991575876874","-0.37999991575876874"
"37200000","0.29333337148030597","0.29333337148030597","0.29333337148030597"
"37248000","0.206666628519694","0.206666628519694","0.206666628519694"
"37296000","-0.10666672388712566","-0.10666672388712566","-0.10666672388712566"
"37344000","-0.006666700045267741","-0.006666700045267741","-0.006666700045267741"
"37392000","-0.6200000842412313","-0.6200000842412313","-0.6200000842412313"
"37440000","0.15333334604899088","0.15333334604899088","0.15333334604899088"
"37488000","-0.45333341757456463","-0.45333341757456463","-0.45333341757456463"
"37536000","-0.40666663646698","-0.40666663646698","-0.40666663646698"
"37584000","-0.13333344459533691","-0.13333344459533691","-0.13333344459533691"
"37632000","-0.4800000588099162","-0.4800000588099162","-0.4800000588099162"
"37680000","-0.11333332459131877","-0.11333332459131877","-0.11333332459131877"
"37728000","-0.5666666030883789","-0.5666666030883789","-0.5666666030883789"
"37776000","-0.13333324591318765","-0.13333324591318765","-0.13333324591318765"
"37824000","-0.033333381017049156","-0.033333381017049156","-0.033333381017049156"
"37872000","-0.3199999729792277","-0.3199999729792277","-0.3199999729792277"
"37920000","-0.473333219687144","-0.473333219687144","-0.473333219687144"
"37968000","0.15333334604899088","0.15333334604899088","0.15333334604899088"
"38016000","-0.37999995549519855","-0.37999995549519855","-0.37999995549519855"
"38064000","0.1999999682108561","0.1999999682108561","0.1999999682108561"
"38112000","-0.0800000826517741","-0.0800000826517741","-0.0800000826517741"
