"Step","coin3_baseline - SW_ep_rew_mean","coin3_baseline - SW_ep_rew_mean__MIN","coin3_baseline - SW_ep_rew_mean__MAX"
"4320000","-1.200000027815501","-1.200000027815501","-1.200000027815501"
"4368000","-1.113333284854889","-1.113333284854889","-1.113333284854889"
"4416000","-0.7800000111262003","-0.7800000111262003","-0.7800000111262003"
"4464000","-0.5000000397364298","-0.5000000397364298","-0.5000000397364298"
"4512000","-1.5399999568859737","-1.5399999568859737","-1.5399999568859737"
"4560000","-0.6333333104848862","-0.6333333104848862","-0.6333333104848862"
"4608000","-1.2733333508173625","-1.2733333508173625","-1.2733333508173625"
"4656000","-0.9266666869322459","-0.9266666869322459","-0.9266666869322459"
"4704000","-1.0866667528947194","-1.0866667528947194","-1.0866667528947194"
"4752000","-0.7933333516120911","-0.7933333516120911","-0.7933333516120911"
"4800000","-1.1133332898219426","-1.1133332898219426","-1.1133332898219426"
"4848000","-1.3199999729792278","-1.3199999729792278","-1.3199999729792278"
"4896000","-0.7666667302449545","-0.7666667302449545","-0.7666667302449545"
"4944000","-0.34666667381922406","-0.34666667381922406","-0.34666667381922406"
"4992000","-1.9868214925130207e-8","-1.9868214925130207e-8","-1.9868214925130207e-8"
"5040000","-0.2600000301996867","-0.2600000301996867","-0.2600000301996867"
"5088000","-0.8400000135103861","-0.8400000135103861","-0.8400000135103861"
"5136000","-0.8733333349227905","-0.8733333349227905","-0.8733333349227905"
"5184000","-0.6933333079020182","-0.6933333079020182","-0.6933333079020182"
"5232000","-0.9333333273728689","-0.9333333273728689","-0.9333333273728689"
"5280000","-0.2133332888285319","-0.2133332888285319","-0.2133332888285319"
"5328000","-1.0066666509956121","-1.0066666509956121","-1.0066666509956121"
"5376000","-0.8666666323939959","-0.8666666323939959","-0.8666666323939959"
"5424000","-1.2666666954755783","-1.2666666954755783","-1.2666666954755783"
"5472000","-0.32666665439804393","-0.32666665439804393","-0.32666665439804393"
"5520000","-1.1866667071978252","-1.1866667071978252","-1.1866667071978252"
"5568000","-0.8999999811251959","-0.8999999811251959","-0.8999999811251959"
"5616000","-0.7866665919621786","-0.7866665919621786","-0.7866665919621786"
"5664000","-0.7999999721844991","-0.7999999721844991","-0.7999999721844991"
"5712000","-1.266666645805041","-1.266666645805041","-1.266666645805041"
"5760000","-0.8533333341280619","-0.8533333341280619","-0.8533333341280619"
"5808000","-0.5200000057617823","-0.5200000057617823","-0.5200000057617823"
"5856000","-0.013333360354105631","-0.013333360354105631","-0.013333360354105631"
"5904000","-0.5000000397364298","-0.5000000397364298","-0.5000000397364298"
"5952000","-1.1666667225460212","-1.1666667225460212","-1.1666667225460212"
"6000000","-0.23333330949147543","-0.23333330949147543","-0.23333330949147543"
"6048000","-0.5600000520547231","-0.5600000520547231","-0.5600000520547231"
"6096000","-0.59333336353302","-0.59333336353302","-0.59333336353302"
"6144000","-0.6666666567325592","-0.6666666567325592","-0.6666666567325592"
"6192000","-0.1600000262260437","-0.1600000262260437","-0.1600000262260437"
"6240000","-3.9736429850260414e-8","-3.9736429850260414e-8","-3.9736429850260414e-8"
"6288000","-0.886666671683391","-0.886666671683391","-0.886666671683391"
"6336000","-0.4800000339746475","-0.4800000339746475","-0.4800000339746475"
"6384000","-0.5266666809717814","-0.5266666809717814","-0.5266666809717814"
"6432000","-0.4999999801317851","-0.4999999801317851","-0.4999999801317851"
"6480000","-0.5866666237513224","-0.5866666237513224","-0.5866666237513224"
"6528000","-0.8733333349227905","-0.8733333349227905","-0.8733333349227905"
"6576000","-0.206666628519694","-0.206666628519694","-0.206666628519694"
"6624000","-0.02666666607062022","-0.02666666607062022","-0.02666666607062022"
"6672000","-0.5999999841054281","-0.5999999841054281","-0.5999999841054281"
"6720000","-0.6333333253860474","-0.6333333253860474","-0.6333333253860474"
"6768000","-0.3999999910593033","-0.3999999910593033","-0.3999999910593033"
"6816000","-0.5933333734671274","-0.5933333734671274","-0.5933333734671274"
"6864000","-0.7133333484331766","-0.7133333484331766","-0.7133333484331766"
"6912000","-0.6666666467984518","-0.6666666467984518","-0.6666666467984518"
"6960000","-1.6466665957123041","-1.6466665957123041","-1.6466665957123041"
"7008000","-0.7866666068633398","-0.7866666068633398","-0.7866666068633398"
"7056000","-0.1999999682108561","-0.1999999682108561","-0.1999999682108561"
"7104000","-0.7066666682561239","-0.7066666682561239","-0.7066666682561239"
"7152000","-1.0133333206176758","-1.0133333206176758","-1.0133333206176758"
"7200000","-0.993333250284195","-0.993333250284195","-0.993333250284195"
"7248000","-0.459999958674113","-0.459999958674113","-0.459999958674113"
"7296000","-0.5133333404858907","-0.5133333404858907","-0.5133333404858907"
"7344000","-0.6733333269755045","-0.6733333269755045","-0.6733333269755045"
"7392000","-0.053333401679992676","-0.053333401679992676","-0.053333401679992676"
"7440000","-0.3066667318344116","-0.3066667318344116","-0.3066667318344116"
"7488000","-0.2666666905085246","-0.2666666905085246","-0.2666666905085246"
"7536000","-0.3000000516573588","-0.3000000516573588","-0.3000000516573588"
"7584000","0.25333333015441895","0.25333333015441895","0.25333333015441895"
"7632000","-0.826666654398044","-0.826666654398044","-0.826666654398044"
"7680000","-0.7533334294954935","-0.7533334294954935","-0.7533334294954935"
"7728000","0.2066667079925537","0.2066667079925537","0.2066667079925537"
"7776000","-0.18666662524143854","-0.18666662524143854","-0.18666662524143854"
"7824000","-0.4400000100334485","-0.4400000100334485","-0.4400000100334485"
"7872000","-0.953333338101705","-0.953333338101705","-0.953333338101705"
"7920000","-0.30666672190030414","-0.30666672190030414","-0.30666672190030414"
"7968000","-0.07333333790302277","-0.07333333790302277","-0.07333333790302277"
"8016000","-0.30000003178914386","-0.30000003178914386","-0.30000003178914386"
"8064000","0.2733333706855774","0.2733333706855774","0.2733333706855774"
"8112000","-1.100000003973643","-1.100000003973643","-1.100000003973643"
"8160000","0.24666666984558105","0.24666666984558105","0.24666666984558105"
"8208000","-0.19999992847442627","-0.19999992847442627","-0.19999992847442627"
"8256000","-0.34666667381922406","-0.34666667381922406","-0.34666667381922406"
"8304000","-0.2666667699813843","-0.2666667699813843","-0.2666667699813843"
"8352000","-0.026666720708211262","-0.026666720708211262","-0.026666720708211262"
"8400000","0.11999996503194173","0.11999996503194173","0.11999996503194173"
"8448000","0.13333332538604736","0.13333332538604736","0.13333332538604736"
"8496000","-0.40000001589457196","-0.40000001589457196","-0.40000001589457196"
"8544000","-0.08000000317891438","-0.08000000317891438","-0.08000000317891438"
"8592000","0.09999998410542806","0.09999998410542806","0.09999998410542806"
"8640000","-0.11333334445953369","-0.11333334445953369","-0.11333334445953369"
"8688000","-0.20000000794728598","-0.20000000794728598","-0.20000000794728598"
"8736000","-0.16666662693023682","-0.16666662693023682","-0.16666662693023682"
"8784000","-0.29999999205271405","-0.29999999205271405","-0.29999999205271405"
"8832000","-0.12666662534077963","-0.12666662534077963","-0.12666662534077963"
"8880000","0.25999999046325684","0.25999999046325684","0.25999999046325684"
"8928000","0.13999998569488525","0.13999998569488525","0.13999998569488525"
"8976000","0.039999961853027344","0.039999961853027344","0.039999961853027344"
"9024000","-0.5066666553417841","-0.5066666553417841","-0.5066666553417841"
"9072000","-0.3666667540868123","-0.3666667540868123","-0.3666667540868123"
"9120000","0.10666658480962117","0.10666658480962117","0.10666658480962117"
"9168000","-0.006666660308837891","-0.006666660308837891","-0.006666660308837891"
"9216000","0.019999980926513672","0.019999980926513672","0.019999980926513672"
"9264000","-0.46666669845581055","-0.46666669845581055","-0.46666669845581055"
"9312000","-0.17999999038875103","-0.17999999038875103","-0.17999999038875103"
"9360000","0.08666665417452653","0.08666665417452653","0.08666665417452653"
"9408000","0.5666666825612386","0.5666666825612386","0.5666666825612386"
"9456000","-0.41999999682108563","-0.41999999682108563","-0.41999999682108563"
"9504000","-0.0200000802675883","-0.0200000802675883","-0.0200000802675883"
"9552000","0.22666668891906738","0.22666668891906738","0.22666668891906738"
"9600000","0.07333334597448508","0.07333334597448508","0.07333334597448508"
"9648000","0.613333264986674","0.613333264986674","0.613333264986674"
"9696000","-0.6399999856948853","-0.6399999856948853","-0.6399999856948853"
"9744000","-0.44666667468845844","-0.44666667468845844","-0.44666667468845844"
"9792000","0.12000000476837158","0.12000000476837158","0.12000000476837158"
"9840000","-0.24666666984558105","-0.24666666984558105","-0.24666666984558105"
"9888000","-0.1333333452542623","-0.1333333452542623","-0.1333333452542623"
"9936000","-0.2800000111262004","-0.2800000111262004","-0.2800000111262004"
"9984000","-0.16666666666666666","-0.16666666666666666","-0.16666666666666666"
"10032000","-0.18000003695487976","-0.18000003695487976","-0.18000003695487976"
"10080000","0.1933333476384481","0.1933333476384481","0.1933333476384481"
"10128000","0.3066667119661967","0.3066667119661967","0.3066667119661967"
"10176000","-0.3333334078391393","-0.3333334078391393","-0.3333334078391393"
"10224000","-0.17333340644836426","-0.17333340644836426","-0.17333340644836426"
"10272000","0.399999996026357","0.399999996026357","0.399999996026357"
"10320000","-0.1999999682108561","-0.1999999682108561","-0.1999999682108561"
"10368000","-0.2533332829674085","-0.2533332829674085","-0.2533332829674085"
"10416000","-0.5866667528947195","-0.5866667528947195","-0.5866667528947195"
"10464000","-0.3999999662240346","-0.3999999662240346","-0.3999999662240346"
"10512000","-0.3333332935969035","-0.3333332935969035","-0.3333332935969035"
"10560000","-0.7199998994668325","-0.7199998994668325","-0.7199998994668325"
"10608000","-0.2866665969292323","-0.2866665969292323","-0.2866665969292323"
"10656000","-0.3266666332880656","-0.3266666332880656","-0.3266666332880656"
"10704000","-0.31333333253860474","-0.31333333253860474","-0.31333333253860474"
"10752000","-0.18000003695487976","-0.18000003695487976","-0.18000003695487976"
"10800000","-0.2466666748126348","-0.2466666748126348","-0.2466666748126348"
"10848000","0.21333324909210205","0.21333324909210205","0.21333324909210205"
"10896000","-0.41333338618278503","-0.41333338618278503","-0.41333338618278503"
"10944000","0.5866666634877523","0.5866666634877523","0.5866666634877523"
"10992000","-0.006666690111160278","-0.006666690111160278","-0.006666690111160278"
"11040000","0.1466666062672933","0.1466666062672933","0.1466666062672933"
"11088000","-0.28000007073084515","-0.28000007073084515","-0.28000007073084515"
"11136000","0.04666664203008016","0.04666664203008016","0.04666664203008016"
"11184000","-0.18666666746139526","-0.18666666746139526","-0.18666666746139526"
"11232000","-0.2733333706855774","-0.2733333706855774","-0.2733333706855774"
"11280000","-0.026666661103566486","-0.026666661103566486","-0.026666661103566486"
"11328000","-0.5066666007041931","-0.5066666007041931","-0.5066666007041931"
"11376000","-0.3733333349227905","-0.3733333349227905","-0.3733333349227905"
"11424000","0.353333314259847","0.353333314259847","0.353333314259847"
"11472000","0.25999997059504193","0.25999997059504193","0.25999997059504193"
"11520000","-0.4666665991147359","-0.4666665991147359","-0.4666665991147359"
"11568000","0.20000004271666208","0.20000004271666208","0.20000004271666208"
"11616000","-0.5399999668200811","-0.5399999668200811","-0.5399999668200811"
"11664000","0.13333330551783243","0.13333330551783243","0.13333330551783243"
"11712000","0.12000000476837158","0.12000000476837158","0.12000000476837158"
"11760000","0.026666680971781414","0.026666680971781414","0.026666680971781414"
"11808000","0.20000000794728598","0.20000000794728598","0.20000000794728598"
"11856000","-0.2733333508173625","-0.2733333508173625","-0.2733333508173625"
"11904000","0.24666659037272134","0.24666659037272134","0.24666659037272134"
"11952000","0.3733333349227905","0.3733333349227905","0.3733333349227905"
"12000000","0.5","0.5","0.5"
"12048000","0.0733334223429362","0.0733334223429362","0.0733334223429362"
"12096000","-0.5466666917006174","-0.5466666917006174","-0.5466666917006174"
"12144000","0.5933334827423096","0.5933334827423096","0.5933334827423096"
"12192000","0.5","0.5","0.5"
"12240000","0.033333381017049156","0.033333381017049156","0.033333381017049156"
"12288000","0.2666666905085246","0.2666666905085246","0.2666666905085246"
"12336000","0.353333314259847","0.353333314259847","0.353333314259847"
"12384000","0.18666656812032065","0.18666656812032065","0.18666656812032065"
"12432000","0.45333335796991986","0.45333335796991986","0.45333335796991986"
"12480000","0.31333331267038983","0.31333331267038983","0.31333331267038983"
"12528000","-0.3600000540415446","-0.3600000540415446","-0.3600000540415446"
"12576000","-0.0333333412806193","-0.0333333412806193","-0.0333333412806193"
"12624000","0.17999990781148276","0.17999990781148276","0.17999990781148276"
"12672000","-0.41333334147930145","-0.41333334147930145","-0.41333334147930145"
"12720000","-0.39333343505859375","-0.39333343505859375","-0.39333343505859375"
"12768000","-0.5333332220713297","-0.5333332220713297","-0.5333332220713297"
"12816000","-0.34666664774219197","-0.34666664774219197","-0.34666664774219197"
"12864000","-0.546666701634725","-0.546666701634725","-0.546666701634725"
"12912000","-0.3599999745686849","-0.3599999745686849","-0.3599999745686849"
"12960000","0.2133333683013916","0.2133333683013916","0.2133333683013916"
"13008000","-0.35333330432573956","-0.35333330432573956","-0.35333330432573956"
"13056000","-0.5400000214576721","-0.5400000214576721","-0.5400000214576721"
"13104000","-0.7466666400432587","-0.7466666400432587","-0.7466666400432587"
"13152000","0.23333326975504556","0.23333326975504556","0.23333326975504556"
"13200000","-0.4999999205271403","-0.4999999205271403","-0.4999999205271403"
"13248000","0.4666667580604553","0.4666667580604553","0.4666667580604553"
"13296000","-0.22000009814898172","-0.22000009814898172","-0.22000009814898172"
"13344000","-0.14666672547658285","-0.14666672547658285","-0.14666672547658285"
"13392000","0.08666672309239705","0.08666672309239705","0.08666672309239705"
"13440000","-0.07999998331069946","-0.07999998331069946","-0.07999998331069946"
"13488000","0.5133333206176758","0.5133333206176758","0.5133333206176758"
"13536000","0.0733333130677541","0.0733333130677541","0.0733333130677541"
"13584000","-0.5866666485865911","-0.5866666485865911","-0.5866666485865911"
"13632000","-0.0933333436648051","-0.0933333436648051","-0.0933333436648051"
"13680000","-0.8000000218550364","-0.8000000218550364","-0.8000000218550364"
"13728000","-0.333333349476258","-0.333333349476258","-0.333333349476258"
"13776000","0.24000000953674316","0.24000000953674316","0.24000000953674316"
"13824000","0.00666662057240804","0.00666662057240804","0.00666662057240804"
"13872000","0.3399999539057414","0.3399999539057414","0.3399999539057414"
"13920000","0.16666664679845175","0.16666664679845175","0.16666664679845175"
"13968000","0.3799999952316284","0.3799999952316284","0.3799999952316284"
"14016000","-0.10666662454605103","-0.10666662454605103","-0.10666662454605103"
"14064000","-0.3399999141693115","-0.3399999141693115","-0.3399999141693115"
"14112000","-0.046666622161865234","-0.046666622161865234","-0.046666622161865234"
"14160000","-0.4533333381017049","-0.4533333381017049","-0.4533333381017049"
"14208000","-0.29333341121673584","-0.29333341121673584","-0.29333341121673584"
"14256000","-0.4133334457874298","-0.4133334457874298","-0.4133334457874298"
"14304000","-0.3933333648989598","-0.3933333648989598","-0.3933333648989598"
"14352000","-1.0466666022936504","-1.0466666022936504","-1.0466666022936504"
"14400000","-0.7399999449650446","-0.7399999449650446","-0.7399999449650446"
"14448000","-0.4333333373069763","-0.4333333373069763","-0.4333333373069763"
"14496000","0.14666674534479776","0.14666674534479776","0.14666674534479776"
"14544000","0.033333381017049156","0.033333381017049156","0.033333381017049156"
"14592000","0.07999996344248454","0.07999996344248454","0.07999996344248454"
"14640000","-0.366666704416275","-0.366666704416275","-0.366666704416275"
"14688000","-0.1400000254313151","-0.1400000254313151","-0.1400000254313151"
"14736000","-0.6933333873748779","-0.6933333873748779","-0.6933333873748779"
"14784000","-0.4466666380564372","-0.4466666380564372","-0.4466666380564372"
"14832000","0.3466666539510091","0.3466666539510091","0.3466666539510091"
"14880000","-0.28666667143503827","-0.28666667143503827","-0.28666667143503827"
"14928000","-0.6666665902982155","-0.6666665902982155","-0.6666665902982155"
"14976000","0.026666641235351562","0.026666641235351562","0.026666641235351562"
"15024000","-0.40666675567626953","-0.40666675567626953","-0.40666675567626953"
"15072000","-0.926666667064031","-0.926666667064031","-0.926666667064031"
"15120000","-0.2866666316986084","-0.2866666316986084","-0.2866666316986084"
"15168000","0.1666666567325592","0.1666666567325592","0.1666666567325592"
"15216000","0.29333333174387616","0.29333333174387616","0.29333333174387616"
"15264000","0.020000000794728596","0.020000000794728596","0.020000000794728596"
"15312000","-0.45333331823349","-0.45333331823349","-0.45333331823349"
"15360000","-0.02666660149892171","-0.02666660149892171","-0.02666660149892171"
"15408000","-0.04000004132588705","-0.04000004132588705","-0.04000004132588705"
"15456000","-0.4866667427122593","-0.4866667427122593","-0.4866667427122593"
"15504000","-0.47333335876464844","-0.47333335876464844","-0.47333335876464844"
"15552000","-0.9399999553958575","-0.9399999553958575","-0.9399999553958575"
"15600000","-0.4333333174387614","-0.4333333174387614","-0.4333333174387614"
"15648000","-0.32666661341985065","-0.32666661341985065","-0.32666661341985065"
"15696000","-0.5199999958276749","-0.5199999958276749","-0.5199999958276749"
"15744000","-0.6599999566872915","-0.6599999566872915","-0.6599999566872915"
"15792000","-0.3266666928927104","-0.3266666928927104","-0.3266666928927104"
"15840000","-0.25999993085861206","-0.25999993085861206","-0.25999993085861206"
"15888000","-0.6466666633884112","-0.6466666633884112","-0.6466666633884112"
"15936000","0.06666671733061473","0.06666671733061473","0.06666671733061473"
"15984000","-0.46666661898295086","-0.46666661898295086","-0.46666661898295086"
"16032000","-0.5133333454529444","-0.5133333454529444","-0.5133333454529444"
"16080000","0.15333334604899088","0.15333334604899088","0.15333334604899088"
"16128000","0.546666661898295","0.546666661898295","0.546666661898295"
"16176000","-0.8866666307051977","-0.8866666307051977","-0.8866666307051977"
"16224000","7.947285970052083e-8","7.947285970052083e-8","7.947285970052083e-8"
"16272000","-0.4466667075951894","-0.4466667075951894","-0.4466667075951894"
"16320000","-0.6000000635782877","-0.6000000635782877","-0.6000000635782877"
"16368000","-0.6200000643730164","-0.6200000643730164","-0.6200000643730164"
"16416000","-0.07333330313364665","-0.07333330313364665","-0.07333330313364665"
"16464000","-0.48000001907348633","-0.48000001907348633","-0.48000001907348633"
"16512000","-0.6533332665761312","-0.6533332665761312","-0.6533332665761312"
"16560000","-0.2599998911221822","-0.2599998911221822","-0.2599998911221822"
"16608000","-0.3399999936421712","-0.3399999936421712","-0.3399999936421712"
"16656000","-0.7666667302449545","-0.7666667302449545","-0.7666667302449545"
"16704000","-0.15999992688496908","-0.15999992688496908","-0.15999992688496908"
"16752000","0.5999999046325684","0.5999999046325684","0.5999999046325684"
"16800000","-0.5400000611941019","-0.5400000611941019","-0.5400000611941019"
"16848000","-0.6133333841959635","-0.6133333841959635","-0.6133333841959635"
"16896000","-0.13999998569488525","-0.13999998569488525","-0.13999998569488525"
"16944000","-0.6733334126571814","-0.6733334126571814","-0.6733334126571814"
"16992000","-0.4466667175292969","-0.4466667175292969","-0.4466667175292969"
"17040000","-0.29333341121673584","-0.29333341121673584","-0.29333341121673584"
"17088000","-0.20000000794728598","-0.20000000794728598","-0.20000000794728598"
"17136000","-0.14000008503595987","-0.14000008503595987","-0.14000008503595987"
"17184000","-0.8999999736746153","-0.8999999736746153","-0.8999999736746153"
"17232000","0.2133332888285319","0.2133332888285319","0.2133332888285319"
"17280000","-0.033333381017049156","-0.033333381017049156","-0.033333381017049156"
"17328000","-0.20000008742014566","-0.20000008742014566","-0.20000008742014566"
"17376000","0.09999994436899821","0.09999994436899821","0.09999994436899821"
"17424000","-0.40666663646698","-0.40666663646698","-0.40666663646698"
"17472000","-0.6600000361601511","-0.6600000361601511","-0.6600000361601511"
"17520000","-0.03333333134651184","-0.03333333134651184","-0.03333333134651184"
"17568000","-0.22000004847844443","-0.22000004847844443","-0.22000004847844443"
"17616000","-0.026666635026534397","-0.026666635026534397","-0.026666635026534397"
"17664000","0.026666641235351562","0.026666641235351562","0.026666641235351562"
"17712000","-0.34000007311503094","-0.34000007311503094","-0.34000007311503094"
"17760000","0.4933333396911621","0.4933333396911621","0.4933333396911621"
"17808000","0.07333338260650635","0.07333338260650635","0.07333338260650635"
"17856000","0.4733333985010783","0.4733333985010783","0.4733333985010783"
"17904000","0.31333333253860474","0.31333333253860474","0.31333333253860474"
"17952000","0.06000002225240072","0.06000002225240072","0.06000002225240072"
"18000000","-0.2933332920074463","-0.2933332920074463","-0.2933332920074463"
"18048000","-0.29999999205271405","-0.29999999205271405","-0.29999999205271405"
"18096000","-0.020000000794728596","-0.020000000794728596","-0.020000000794728596"
"18144000","-0.2733333508173625","-0.2733333508173625","-0.2733333508173625"
"18192000","-0.2466667095820109","-0.2466667095820109","-0.2466667095820109"
"18240000","0.25333335002263385","0.25333335002263385","0.25333335002263385"
"18288000","1.0133332411448162","1.0133332411448162","1.0133332411448162"
"18336000","0.12666658560434976","0.12666658560434976","0.12666658560434976"
"18384000","-0.09333332379659016","-0.09333332379659016","-0.09333332379659016"
"18432000","0.08666666348775227","0.08666666348775227","0.08666666348775227"
"18480000","-0.4466667175292969","-0.4466667175292969","-0.4466667175292969"
"18528000","0.34666669368743896","0.34666669368743896","0.34666669368743896"
"18576000","-0.30000003178914386","-0.30000003178914386","-0.30000003178914386"
"18624000","0.1399999459584554","0.1399999459584554","0.1399999459584554"
"18672000","-0.13333324591318765","-0.13333324591318765","-0.13333324591318765"
"18720000","-0.14666668574015299","-0.14666668574015299","-0.14666668574015299"
"18768000","0.15333334604899088","0.15333334604899088","0.15333334604899088"
"18816000","-0.4866666992505391","-0.4866666992505391","-0.4866666992505391"
"18864000","-0.18666659792264303","-0.18666659792264303","-0.18666659792264303"
"18912000","0.12000004450480144","0.12000004450480144","0.12000004450480144"
