"Step","coin3_cbam_causal - SW_ep_rew_mean","coin3_cbam_causal - SW_ep_rew_mean__MIN","coin3_cbam_causal - SW_ep_rew_mean__MAX"
"5760000","-1.246666669845581","-1.246666669845581","-1.246666669845581"
"5824000","-1.1799999823172886","-1.1799999823172886","-1.1799999823172886"
"5888000","-0.7866666515668234","-0.7866666515668234","-0.7866666515668234"
"5952000","-0.8533333837985992","-0.8533333837985992","-0.8533333837985992"
"6016000","-0.5599999825159708","-0.5599999825159708","-0.5599999825159708"
"6080000","-0.9333332975705465","-0.9333332975705465","-0.9333332975705465"
"6144000","-0.7599999904632568","-0.7599999904632568","-0.7599999904632568"
"6208000","-1.6599999889731407","-1.6599999889731407","-1.6599999889731407"
"6272000","-0.9533333281675974","-0.9533333281675974","-0.9533333281675974"
"6336000","-1.3866666754086812","-1.3866666754086812","-1.3866666754086812"
"6400000","-0.7333333417773247","-0.7333333417773247","-0.7333333417773247"
"6464000","-0.8933333158493042","-0.8933333158493042","-0.8933333158493042"
"6528000","-0.600000003973643","-0.600000003973643","-0.600000003973643"
"6592000","-1.0000000248352687","-1.0000000248352687","-1.0000000248352687"
"6656000","-0.5133333603541056","-0.5133333603541056","-0.5133333603541056"
"6720000","-0.2933333416779836","-0.2933333416779836","-0.2933333416779836"
"6784000","-0.2966666469971339","-0.2966666469971339","-0.2966666469971339"
"6848000","-0.8466666837533315","-0.8466666837533315","-0.8466666837533315"
"6912000","-0.20666666825612387","-0.20666666825612387","-0.20666666825612387"
"6976000","-1.1266666650772095","-1.1266666650772095","-1.1266666650772095"
"7040000","-0.5433333317438761","-0.5433333317438761","-0.5433333317438761"
"7104000","3.9736429850260414e-8","3.9736429850260414e-8","3.9736429850260414e-8"
"7168000","0.016666700442632038","0.016666700442632038","0.016666700442632038"
"7232000","0.18666666746139526","0.18666666746139526","0.18666666746139526"
"7296000","-0.5133332970241705","-0.5133332970241705","-0.5133332970241705"
"7360000","-0.09333334863185883","-0.09333334863185883","-0.09333334863185883"
"7424000","-0.20666665335496268","-0.20666665335496268","-0.20666665335496268"
"7488000","-0.04666668176651001","-0.04666668176651001","-0.04666668176651001"
"7552000","0.8999999898175398","0.8999999898175398","0.8999999898175398"
"7616000","0.35999999195337296","0.35999999195337296","0.35999999195337296"
"7680000","0.36666665474573773","0.36666665474573773","0.36666665474573773"
"7744000","0.026666690905888874","0.026666690905888874","0.026666690905888874"
"7808000","-0.43333327770233154","-0.43333327770233154","-0.43333327770233154"
"7872000","0.15333332618077597","0.15333332618077597","0.15333332618077597"
"7936000","0.3333333532015483","0.3333333532015483","0.3333333532015483"
"8000000","0.10333332419395447","0.10333332419395447","0.10333332419395447"
"8064000","0.6733333071072897","0.6733333071072897","0.6733333071072897"
"8128000","0.5200000206629435","0.5200000206629435","0.5200000206629435"
"8192000","0.2933333218097687","0.2933333218097687","0.2933333218097687"
"8256000","-0.29999999205271405","-0.29999999205271405","-0.29999999205271405"
"8320000","0.46666666865348816","0.46666666865348816","0.46666666865348816"
"8384000","0.9133333464463552","0.9133333464463552","0.9133333464463552"
"8448000","0.2966666618982951","0.2966666618982951","0.2966666618982951"
"8512000","0.4866666793823242","0.4866666793823242","0.4866666793823242"
"8576000","1.2799999912579854","1.2799999912579854","1.2799999912579854"
"8640000","-0.026666661103566486","-0.026666661103566486","-0.026666661103566486"
"8704000","0.6000000188748041","0.6000000188748041","0.6000000188748041"
"8768000","0.6533333857854208","0.6533333857854208","0.6533333857854208"
"8832000","0.9333333174387614","0.9333333174387614","0.9333333174387614"
"8896000","0.7999999423821768","0.7999999423821768","0.7999999423821768"
"8960000","0.7333333492279053","0.7333333492279053","0.7333333492279053"
"9024000","1.4066667358080547","1.4066667358080547","1.4066667358080547"
"9088000","0.42666664719581604","0.42666664719581604","0.42666664719581604"
"9152000","0.1866666873296102","0.1866666873296102","0.1866666873296102"
"9216000","0.40666671593983966","0.40666671593983966","0.40666671593983966"
"9280000","0.9066666762034098","0.9066666762034098","0.9066666762034098"
"9344000","0.3866666754086812","0.3866666754086812","0.3866666754086812"
"9408000","0.5533333191027244","0.5533333191027244","0.5533333191027244"
"9472000","0.5133333404858907","0.5133333404858907","0.5133333404858907"
"9536000","1.1200000047683716","1.1200000047683716","1.1200000047683716"
"9600000","1.013333410024643","1.013333410024643","1.013333410024643"
"9664000","1.5400000214576721","1.5400000214576721","1.5400000214576721"
"9728000","0.9266666372617086","0.9266666372617086","0.9266666372617086"
"9792000","0.8400000035762787","0.8400000035762787","0.8400000035762787"
"9856000","1.1866665904720624","1.1866665904720624","1.1866665904720624"
"9920000","1.2200000683466594","1.2200000683466594","1.2200000683466594"
"9984000","0.8933333257834116","0.8933333257834116","0.8933333257834116"
"10048000","0.8333332737286886","0.8333332737286886","0.8333332737286886"
"10112000","1.0400000015894573","1.0400000015894573","1.0400000015894573"
"10176000","1.34333332379659","1.34333332379659","1.34333332379659"
"10240000","1.506666620572408","1.506666620572408","1.506666620572408"
"10304000","1.2866666714350383","1.2866666714350383","1.2866666714350383"
"10368000","1.399999976158142","1.399999976158142","1.399999976158142"
"10432000","1.5133333504199982","1.5133333504199982","1.5133333504199982"
"10496000","1.2599999904632568","1.2599999904632568","1.2599999904632568"
"10560000","1.6333333253860474","1.6333333253860474","1.6333333253860474"
"10624000","0.7999999622503916","0.7999999622503916","0.7999999622503916"
"10688000","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"10752000","1.553333302338918","1.553333302338918","1.553333302338918"
"10816000","1.7200000087420146","1.7200000087420146","1.7200000087420146"
"10880000","1.2066666682561238","1.2066666682561238","1.2066666682561238"
"10944000","2.180000066757202","2.180000066757202","2.180000066757202"
"11008000","1.8600000441074371","1.8600000441074371","1.8600000441074371"
"11072000","1.833333283662796","1.833333283662796","1.833333283662796"
"11136000","1.366666664679845","1.366666664679845","1.366666664679845"
"11200000","1.9199999471505482","1.9199999471505482","1.9199999471505482"
"11264000","1.993333379427592","1.993333379427592","1.993333379427592"
"11328000","2.246666729450226","2.246666729450226","2.246666729450226"
"11392000","1.853333334128062","1.853333334128062","1.853333334128062"
"11456000","2.0333333363135657","2.0333333363135657","2.0333333363135657"
"11520000","1.3133333126703899","1.3133333126703899","1.3133333126703899"
"11584000","1.8666666150093079","1.8666666150093079","1.8666666150093079"
"11648000","1.659999966621399","1.659999966621399","1.659999966621399"
"11712000","1.8666666845480602","1.8666666845480602","1.8666666845480602"
"11776000","2.060000022252401","2.060000022252401","2.060000022252401"
"11840000","1.8466666340827942","1.8466666340827942","1.8466666340827942"
"11904000","2.113333369294802","2.113333369294802","2.113333369294802"
"11968000","2.0266666611035666","2.0266666611035666","2.0266666611035666"
"12032000","1.8066666225592296","1.8066666225592296","1.8066666225592296"
"12096000","2.2800000670055547","2.2800000670055547","2.2800000670055547"
"12160000","2.233333299557368","2.233333299557368","2.233333299557368"
"12224000","2.0600000520547233","2.0600000520547233","2.0600000520547233"
"12288000","1.9866667191187541","1.9866667191187541","1.9866667191187541"
"12352000","2.106666644414266","2.106666644414266","2.106666644414266"
"12416000","2.2733333706855774","2.2733333706855774","2.2733333706855774"
"12480000","2.7533333698908486","2.7533333698908486","2.7533333698908486"
"12544000","2.24666667294999","2.24666667294999","2.24666667294999"
"12608000","2.4600000381469727","2.4600000381469727","2.4600000381469727"
"12672000","2.3666666746139526","2.3666666746139526","2.3666666746139526"
"12736000","1.9600000182787578","1.9600000182787578","1.9600000182787578"
"12800000","2.7200000286102295","2.7200000286102295","2.7200000286102295"
"12864000","2.540000081062317","2.540000081062317","2.540000081062317"
"12928000","2.5266666809717813","2.5266666809717813","2.5266666809717813"
"12992000","2.0933333970606327","2.0933333970606327","2.0933333970606327"
"13056000","2.546666661898295","2.546666661898295","2.546666661898295"
"13120000","2.6066667238871255","2.6066667238871255","2.6066667238871255"
"13184000","2.6800000270207724","2.6800000270207724","2.6800000270207724"
"13248000","1.9466666541993618","1.9466666541993618","1.9466666541993618"
"13312000","2.6666666666666665","2.6666666666666665","2.6666666666666665"
"13376000","2.553333361943563","2.553333361943563","2.553333361943563"
"13440000","2.213333417971929","2.213333417971929","2.213333417971929"
"13504000","2.943333387374878","2.943333387374878","2.943333387374878"
"13568000","2.1133333643277488","2.1133333643277488","2.1133333643277488"
"13632000","2.439999928077062","2.439999928077062","2.439999928077062"
"13696000","2.3600000143051147","2.3600000143051147","2.3600000143051147"
"13760000","3.019999941190084","3.019999941190084","3.019999941190084"
"13824000","2.466666648785273","2.466666648785273","2.466666648785273"
"13888000","2.6333333253860474","2.6333333253860474","2.6333333253860474"
"13952000","2.8399999936421714","2.8399999936421714","2.8399999936421714"
"14016000","2.373333295186361","2.373333295186361","2.373333295186361"
"14080000","2.1399999856948853","2.1399999856948853","2.1399999856948853"
"14144000","2.3866666555404663","2.3866666555404663","2.3866666555404663"
"14208000","3.2200000286102295","3.2200000286102295","3.2200000286102295"
"14272000","2.9133333762486777","2.9133333762486777","2.9133333762486777"
"14336000","2.3133333921432495","2.3133333921432495","2.3133333921432495"
"14400000","2.1866666873296103","2.1866666873296103","2.1866666873296103"
"14464000","2.613333304723104","2.613333304723104","2.613333304723104"
"14528000","2.9199999968210855","2.9199999968210855","2.9199999968210855"
"14592000","2.613333304723104","2.613333304723104","2.613333304723104"
"14656000","2.5666666825612388","2.5666666825612388","2.5666666825612388"
"14720000","2.599999984105428","2.599999984105428","2.599999984105428"
"14784000","2.5","2.5","2.5"
"14848000","2.54666668176651","2.54666668176651","2.54666668176651"
"14912000","2.3299999634424844","2.3299999634424844","2.3299999634424844"
"14976000","2.439999977747599","2.439999977747599","2.439999977747599"
"15040000","2.8200000127156577","2.8200000127156577","2.8200000127156577"
"15104000","2.9733333587646484","2.9733333587646484","2.9733333587646484"
"15168000","2.9199999570846558","2.9199999570846558","2.9199999570846558"
"15232000","3.0933334032694497","3.0933334032694497","3.0933334032694497"
"15296000","2.4399998982747397","2.4399998982747397","2.4399998982747397"
"15360000","3.0866666237513223","3.0866666237513223","3.0866666237513223"
"15424000","3.0333333810170493","3.0333333810170493","3.0333333810170493"
"15488000","3","3","3"
"15552000","2.866666634877523","2.866666634877523","2.866666634877523"
"15616000","3.1733333269755044","3.1733333269755044","3.1733333269755044"
"15680000","3.113333304723104","3.113333304723104","3.113333304723104"
"15744000","2.200000047683716","2.200000047683716","2.200000047683716"
"15808000","3.0133333603541055","3.0133333603541055","3.0133333603541055"
"15872000","2.819999933242798","2.819999933242798","2.819999933242798"
"15936000","3.0266667207082114","3.0266667207082114","3.0266667207082114"
"16000000","3.006666620572408","3.006666620572408","3.006666620572408"
"16064000","2.6933332855502763","2.6933332855502763","2.6933332855502763"
"16128000","2.803333361943563","2.803333361943563","2.803333361943563"
"16192000","2.8866666158040366","2.8866666158040366","2.8866666158040366"
"16256000","3.699999968210856","3.699999968210856","3.699999968210856"
"16320000","2.1733334014813104","2.1733334014813104","2.1733334014813104"
"16384000","2.8733332554499307","2.8733332554499307","2.8733332554499307"
"16448000","3.193333387374878","3.193333387374878","3.193333387374878"
"16512000","3.449999968210856","3.449999968210856","3.449999968210856"
"16576000","2.806666612625122","2.806666612625122","2.806666612625122"
"16640000","3.2333333094914756","3.2333333094914756","3.2333333094914756"
"16704000","3.619999965031942","3.619999965031942","3.619999965031942"
"16768000","3.366666634877523","3.366666634877523","3.366666634877523"
"16832000","3.353333314259847","3.353333314259847","3.353333314259847"
"16896000","3.3666667143503823","3.3666667143503823","3.3666667143503823"
"16960000","3.806666692097982","3.806666692097982","3.806666692097982"
"17024000","3.4700000286102295","3.4700000286102295","3.4700000286102295"
"17088000","3.2333333492279053","3.2333333492279053","3.2333333492279053"
"17152000","3.3600000540415444","3.3600000540415444","3.3600000540415444"
"17216000","3.199999968210856","3.199999968210856","3.199999968210856"
"17280000","2.986666679382324","2.986666679382324","2.986666679382324"
"17344000","3.2200000286102295","3.2200000286102295","3.2200000286102295"
"17408000","2.90666671593984","2.90666671593984","2.90666671593984"
"17472000","3.5800000031789145","3.5800000031789145","3.5800000031789145"
"17536000","3.7200000286102295","3.7200000286102295","3.7200000286102295"
"17600000","3.4299999872843423","3.4299999872843423","3.4299999872843423"
"17664000","3.3333333333333335","3.3333333333333335","3.3333333333333335"
"17728000","3.2066667079925537","3.2066667079925537","3.2066667079925537"
"17792000","3.5133334000905356","3.5133334000905356","3.5133334000905356"
"17856000","3.509999990463257","3.509999990463257","3.509999990463257"
"17920000","3.9666666189829507","3.9666666189829507","3.9666666189829507"
"17984000","3.293333371480306","3.293333371480306","3.293333371480306"
"18048000","2.886666695276896","2.886666695276896","2.886666695276896"
"18112000","3.3833333253860474","3.3833333253860474","3.3833333253860474"
"18176000","3.2133332888285318","3.2133332888285318","3.2133332888285318"
"18240000","3.3333332538604736","3.3333332538604736","3.3333332538604736"
"18304000","3.449999968210856","3.449999968210856","3.449999968210856"
"18368000","3.4733332792917886","3.4733332792917886","3.4733332792917886"
"18432000","3.1533333460489907","3.1533333460489907","3.1533333460489907"
"18496000","3.2866667111714682","3.2866667111714682","3.2866667111714682"
"18560000","3.753333330154419","3.753333330154419","3.753333330154419"
"18624000","3.6066667238871255","3.6066667238871255","3.6066667238871255"
"18688000","3.2733332316080728","3.2733332316080728","3.2733332316080728"
"18752000","3.313333431879679","3.313333431879679","3.313333431879679"
"18816000","3.546666701634725","3.546666701634725","3.546666701634725"
"18880000","3.9533333778381348","3.9533333778381348","3.9533333778381348"
"18944000","3.9066666762034097","3.9066666762034097","3.9066666762034097"
"19008000","3.293333371480306","3.293333371480306","3.293333371480306"
"19072000","3.1000000635782876","3.1000000635782876","3.1000000635782876"
"19136000","3.253333330154419","3.253333330154419","3.253333330154419"
"19200000","4.146666685740153","4.146666685740153","4.146666685740153"
"19264000","3.3733333746592202","3.3733333746592202","3.3733333746592202"
"19328000","3.3466666539510093","3.3466666539510093","3.3466666539510093"
"19392000","3.940000057220459","3.940000057220459","3.940000057220459"
"19456000","3.7066667477289834","3.7066667477289834","3.7066667477289834"
"19520000","3.6733333269755044","3.6733333269755044","3.6733333269755044"
"19584000","3.146666685740153","3.146666685740153","3.146666685740153"
"19648000","4.039999961853027","4.039999961853027","4.039999961853027"
"19712000","3.383333365122477","3.383333365122477","3.383333365122477"
"19776000","3.9600000381469727","3.9600000381469727","3.9600000381469727"
"19840000","3.8399999936421714","3.8399999936421714","3.8399999936421714"
"19904000","3.373333295186361","3.373333295186361","3.373333295186361"
"19968000","3.2866666316986084","3.2866666316986084","3.2866666316986084"
"20032000","3.146666685740153","3.146666685740153","3.146666685740153"
"20096000","3.2933332920074463","3.2933332920074463","3.2933332920074463"
"20160000","3.306666612625122","3.306666612625122","3.306666612625122"
"20224000","4.0533333619435625","4.0533333619435625","4.0533333619435625"
"20288000","3.319999933242798","3.319999933242798","3.319999933242798"
"20352000","3.3200000127156577","3.3200000127156577","3.3200000127156577"
"20416000","3.439999977747599","3.439999977747599","3.439999977747599"
"20480000","3.759999990463257","3.759999990463257","3.759999990463257"
"20544000","3.213333328564962","3.213333328564962","3.213333328564962"
"20608000","3.1666667064030967","3.1666667064030967","3.1666667064030967"
"20672000","3.8400000731150308","3.8400000731150308","3.8400000731150308"
"20736000","3.426666577657064","3.426666577657064","3.426666577657064"
"20800000","3.4666666984558105","3.4666666984558105","3.4666666984558105"
"20864000","3.560000022252401","3.560000022252401","3.560000022252401"
"20928000","3.7399999300638833","3.7399999300638833","3.7399999300638833"
"20992000","3.366666634877523","3.366666634877523","3.366666634877523"
"21056000","3.31333327293396","3.31333327293396","3.31333327293396"
"21120000","3.206666628519694","3.206666628519694","3.206666628519694"
"21184000","3.759999990463257","3.759999990463257","3.759999990463257"
"21248000","3.5533332029978433","3.5533332029978433","3.5533332029978433"
"21312000","3.4200000365575156","3.4200000365575156","3.4200000365575156"
"21376000","3.439999977747599","3.439999977747599","3.439999977747599"
"21440000","3.4566665490468345","3.4566665490468345","3.4566665490468345"
"21504000","3.4533333778381348","3.4533333778381348","3.4533333778381348"
"21568000","3.6266666253407798","3.6266666253407798","3.6266666253407798"
"21632000","4.079999923706055","4.079999923706055","4.079999923706055"
"21696000","3.9066666762034097","3.9066666762034097","3.9066666762034097"
"21760000","3.5933334032694497","3.5933334032694497","3.5933334032694497"
"21824000","3.366666634877523","3.366666634877523","3.366666634877523"
"21888000","3.426666736602783","3.426666736602783","3.426666736602783"
"21952000","3.693333307902018","3.693333307902018","3.693333307902018"
"22016000","3.3566665649414062","3.3566665649414062","3.3566665649414062"
"22080000","3.396666685740153","3.396666685740153","3.396666685740153"
"22144000","3.513333320617676","3.513333320617676","3.513333320617676"
"22208000","3.199999968210856","3.199999968210856","3.199999968210856"
"22272000","3.619999965031942","3.619999965031942","3.619999965031942"
"22336000","3.400000015894572","3.400000015894572","3.400000015894572"
"22400000","3.7800000508626304","3.7800000508626304","3.7800000508626304"
"22464000","3.753333409627279","3.753333409627279","3.753333409627279"
"22528000","4.0333333015441895","4.0333333015441895","4.0333333015441895"
"22592000","3.7766666412353516","3.7766666412353516","3.7766666412353516"
"22656000","4.119999885559082","4.119999885559082","4.119999885559082"
"22720000","3.759999990463257","3.759999990463257","3.759999990463257"
"22784000","3.900000015894572","3.900000015894572","3.900000015894572"
"22848000","3.9933332602183023","3.9933332602183023","3.9933332602183023"
"22912000","4.233333269755046","4.233333269755046","4.233333269755046"
"22976000","4.28000005086263","4.28000005086263","4.28000005086263"
"23040000","3.633333206176758","3.633333206176758","3.633333206176758"
"23104000","4.226666768391927","4.226666768391927","4.226666768391927"
"23168000","3.9333333174387612","3.9333333174387612","3.9333333174387612"
"23232000","3.4733332792917886","3.4733332792917886","3.4733332792917886"
"23296000","3.8400000731150308","3.8400000731150308","3.8400000731150308"
"23360000","3.62666654586792","3.62666654586792","3.62666654586792"
"23424000","3.4600000381469727","3.4600000381469727","3.4600000381469727"
"23488000","3.933333237965902","3.933333237965902","3.933333237965902"
"23552000","3.7266667683919272","3.7266667683919272","3.7266667683919272"
"23616000","3.9733332792917886","3.9733332792917886","3.9733332792917886"
"23680000","3.8200000127156577","3.8200000127156577","3.8200000127156577"
"23744000","4.100000063578288","4.100000063578288","4.100000063578288"
"23808000","4.140000104904175","4.140000104904175","4.140000104904175"
"23872000","4.286666711171468","4.286666711171468","4.286666711171468"
"23936000","3.9266666571299234","3.9266666571299234","3.9266666571299234"
"24000000","3.5466665426890054","3.5466665426890054","3.5466665426890054"
"24064000","3.506666580835978","3.506666580835978","3.506666580835978"
"24128000","4.479999860127767","4.479999860127767","4.479999860127767"
"24192000","3.753333409627279","3.753333409627279","3.753333409627279"
"24256000","4.113333384195964","4.113333384195964","4.113333384195964"
"24320000","4.1133333047231035","4.1133333047231035","4.1133333047231035"
"24384000","3.9066666762034097","3.9066666762034097","3.9066666762034097"
"24448000","3.7200000286102295","3.7200000286102295","3.7200000286102295"
"24512000","4.0533333619435625","4.0533333619435625","4.0533333619435625"
"24576000","3.9600001176198325","3.9600001176198325","3.9600001176198325"
"24640000","3.8333332538604736","3.8333332538604736","3.8333332538604736"
"24704000","3.4266666173934937","3.4266666173934937","3.4266666173934937"
"24768000","3.4666666189829507","3.4666666189829507","3.4666666189829507"
"24832000","3.7666666507720947","3.7666666507720947","3.7666666507720947"
"24896000","3.353333314259847","3.353333314259847","3.353333314259847"
"24960000","3.540000041325887","3.540000041325887","3.540000041325887"
"25024000","3.933333396911621","3.933333396911621","3.933333396911621"
"25088000","3.280000035961469","3.280000035961469","3.280000035961469"
"25152000","3.926666577657064","3.926666577657064","3.926666577657064"
"25216000","4.233333269755046","4.233333269755046","4.233333269755046"
"25280000","3.8666667143503823","3.8666667143503823","3.8666667143503823"
"25344000","3.646666685740153","3.646666685740153","3.646666685740153"
"25408000","3.7399999300638833","3.7399999300638833","3.7399999300638833"
"25472000","3.6399999459584556","3.6399999459584556","3.6399999459584556"
"25536000","3.866666634877523","3.866666634877523","3.866666634877523"
"25600000","4.12666654586792","4.12666654586792","4.12666654586792"
"25664000","4.059999942779541","4.059999942779541","4.059999942779541"
"25728000","3.946666638056437","3.946666638056437","3.946666638056437"
"25792000","4.0933332443237305","4.0933332443237305","4.0933332443237305"
"25856000","3.6666666666666665","3.6666666666666665","3.6666666666666665"
"25920000","3.980000098546346","3.980000098546346","3.980000098546346"
"25984000","3.746666669845581","3.746666669845581","3.746666669845581"
"26048000","4.259999910990397","4.259999910990397","4.259999910990397"
"26112000","4.540000041325887","4.540000041325887","4.540000041325887"
"26176000","3.9066666762034097","3.9066666762034097","3.9066666762034097"
"26240000","3.7266667683919272","3.7266667683919272","3.7266667683919272"
"26304000","3.9166666666666665","3.9166666666666665","3.9166666666666665"
"26368000","4.21999994913737","4.21999994913737","4.21999994913737"
"26432000","3.559999942779541","3.559999942779541","3.559999942779541"
"26496000","3.9866665999094644","3.9866665999094644","3.9866665999094644"
"26560000","4.0533333619435625","4.0533333619435625","4.0533333619435625"
"26624000","4.2533332506815595","4.2533332506815595","4.2533332506815595"
"26688000","3.746666590372721","3.746666590372721","3.746666590372721"
"26752000","3.946666638056437","3.946666638056437","3.946666638056437"
"26816000","3.446666717529297","3.446666717529297","3.446666717529297"
"26880000","3.6399998664855957","3.6399998664855957","3.6399998664855957"
"26944000","4.146666765213013","4.146666765213013","4.146666765213013"
