"Step","coin3_cbam_causal - SW_ep_rew_mean","coin3_cbam_causal - SW_ep_rew_mean__MIN","coin3_cbam_causal - SW_ep_rew_mean__MAX"
"5760000","-0.523333340883255","-0.523333340883255","-0.523333340883255"
"5824000","-0.00666666900118192","-0.00666666900118192","-0.00666666900118192"
"5888000","-0.7933333218097687","-0.7933333218097687","-0.7933333218097687"
"5952000","-0.5466666767994562","-0.5466666767994562","-0.5466666767994562"
"6016000","0.5466666544477145","0.5466666544477145","0.5466666544477145"
"6080000","-0.47333335876464844","-0.47333335876464844","-0.47333335876464844"
"6144000","0.26333333055178326","0.26333333055178326","0.26333333055178326"
"6208000","0.0733333093424638","0.0733333093424638","0.0733333093424638"
"6272000","0.03333332141240438","0.03333332141240438","0.03333332141240438"
"6336000","-0.0333333412806193","-0.0333333412806193","-0.0333333412806193"
"6400000","0.059999982515970864","0.059999982515970864","0.059999982515970864"
"6464000","0.2399999996026357","0.2399999996026357","0.2399999996026357"
"6528000","0.23333330949147543","0.23333330949147543","0.23333330949147543"
"6592000","-0.7400000890096029","-0.7400000890096029","-0.7400000890096029"
"6656000","0.5733333031336466","0.5733333031336466","0.5733333031336466"
"6720000","0.3199999928474426","0.3199999928474426","0.3199999928474426"
"6784000","0.7466666201750437","0.7466666201750437","0.7466666201750437"
"6848000","0.4599999984105428","0.4599999984105428","0.4599999984105428"
"6912000","0.07999996344248454","0.07999996344248454","0.07999996344248454"
"6976000","-0.21999997893969217","-0.21999997893969217","-0.21999997893969217"
"7040000","0.06666660805543263","0.06666660805543263","0.06666660805543263"
"7104000","0.30000001192092896","0.30000001192092896","0.30000001192092896"
"7168000","1.0200000007947285","1.0200000007947285","1.0200000007947285"
"7232000","0.7933332907656828","0.7933332907656828","0.7933332907656828"
"7296000","0.6333333750565847","0.6333333750565847","0.6333333750565847"
"7360000","1.3933333158493042","1.3933333158493042","1.3933333158493042"
"7424000","0.36000001430511475","0.36000001430511475","0.36000001430511475"
"7488000","0.3633333643277486","0.3633333643277486","0.3633333643277486"
"7552000","0","0","0"
"7616000","0.7600000301996866","0.7600000301996866","0.7600000301996866"
"7680000","0.4133333166440328","0.4133333166440328","0.4133333166440328"
"7744000","0.4066665967305501","0.4066665967305501","0.4066665967305501"
"7808000","1.1199999811748664","1.1199999811748664","1.1199999811748664"
"7872000","0.9733333587646484","0.9733333587646484","0.9733333587646484"
"7936000","1.013333300749461","1.013333300749461","1.013333300749461"
"8000000","1.2600000500679016","1.2600000500679016","1.2600000500679016"
"8064000","1.4866667489210765","1.4866667489210765","1.4866667489210765"
"8128000","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"8192000","0.7533332904179891","0.7533332904179891","0.7533332904179891"
"8256000","1.6999999980131786","1.6999999980131786","1.6999999980131786"
"8320000","0.8266666829586029","0.8266666829586029","0.8266666829586029"
"8384000","1.473333348830541","1.473333348830541","1.473333348830541"
"8448000","0.7933332920074463","0.7933332920074463","0.7933332920074463"
"8512000","0.926666741569837","0.926666741569837","0.926666741569837"
"8576000","0.5399999717871348","0.5399999717871348","0.5399999717871348"
"8640000","1.166666681567828","1.166666681567828","1.166666681567828"
"8704000","0.8799999157587687","0.8799999157587687","0.8799999157587687"
"8768000","1.0066667000452678","1.0066667000452678","1.0066667000452678"
"8832000","1.6200000594059627","1.6200000594059627","1.6200000594059627"
"8896000","0.8533333937327067","0.8533333937327067","0.8533333937327067"
"8960000","1.0400000015894573","1.0400000015894573","1.0400000015894573"
"9024000","1.5666666328907013","1.5666666328907013","1.5666666328907013"
"9088000","1.659999966621399","1.659999966621399","1.659999966621399"
"9152000","1.5333333710829418","1.5333333710829418","1.5333333710829418"
"9216000","2.0733333428700766","2.0733333428700766","2.0733333428700766"
"9280000","1.559999953955412","1.559999953955412","1.559999953955412"
"9344000","1.3399999265869458","1.3399999265869458","1.3399999265869458"
"9408000","1.2433333992958069","1.2433333992958069","1.2433333992958069"
"9472000","1.006666640440623","1.006666640440623","1.006666640440623"
"9536000","1.2799999912579854","1.2799999912579854","1.2799999912579854"
"9600000","2.219999929269155","2.219999929269155","2.219999929269155"
"9664000","1.356666624546051","1.356666624546051","1.356666624546051"
"9728000","1.800000011920929","1.800000011920929","1.800000011920929"
"9792000","2.040000081062317","2.040000081062317","2.040000081062317"
"9856000","1.5266666809717815","1.5266666809717815","1.5266666809717815"
"9920000","2.0866666957736015","2.0866666957736015","2.0866666957736015"
"9984000","1.7400000269214313","1.7400000269214313","1.7400000269214313"
"10048000","1.4333332975705464","1.4333332975705464","1.4333332975705464"
"10112000","1.6333333253860474","1.6333333253860474","1.6333333253860474"
"10176000","1.2933333665132523","1.2933333665132523","1.2933333665132523"
"10240000","1.3800000250339508","1.3800000250339508","1.3800000250339508"
"10304000","1.8533332745234172","1.8533332745234172","1.8533332745234172"
"10368000","1.7266667286554973","1.7266667286554973","1.7266667286554973"
"10432000","1.1999999582767487","1.1999999582767487","1.1999999582767487"
"10496000","2.160000008841356","2.160000008841356","2.160000008841356"
"10560000","1.2399999698003132","1.2399999698003132","1.2399999698003132"
"10624000","1.3333332985639572","1.3333332985639572","1.3333332985639572"
"10688000","1.8000000715255737","1.8000000715255737","1.8000000715255737"
"10752000","1.9399999876817067","1.9399999876817067","1.9399999876817067"
"10816000","1.4266665875911713","1.4266665875911713","1.4266665875911713"
"10880000","1.5666666775941849","1.5666666775941849","1.5666666775941849"
"10944000","1.7200000224014123","1.7200000224014123","1.7200000224014123"
"11008000","1.513333300749461","1.513333300749461","1.513333300749461"
"11072000","2.2466666102409363","2.2466666102409363","2.2466666102409363"
"11136000","1.446666697661082","1.446666697661082","1.446666697661082"
"11200000","1.4666666984558105","1.4666666984558105","1.4666666984558105"
"11264000","2.0133334000905356","2.0133334000905356","2.0133334000905356"
"11328000","1.6266667048136394","1.6266667048136394","1.6266667048136394"
"11392000","2.0399999817212424","2.0399999817212424","2.0399999817212424"
"11456000","2.1666665971279144","2.1666665971279144","2.1666665971279144"
"11520000","2.2600000898043313","2.2600000898043313","2.2600000898043313"
"11584000","2.6266667246818542","2.6266667246818542","2.6266667246818542"
"11648000","2.6999999483426413","2.6999999483426413","2.6999999483426413"
"11712000","2.060000022252401","2.060000022252401","2.060000022252401"
"11776000","2.0866667131582894","2.0866667131582894","2.0866667131582894"
"11840000","2.546666701634725","2.546666701634725","2.546666701634725"
"11904000","2.0433332125345864","2.0433332125345864","2.0433332125345864"
"11968000","2.07333330065012","2.07333330065012","2.07333330065012"
"12032000","2.393333295981089","2.393333295981089","2.393333295981089"
"12096000","2.1866667239616313","2.1866667239616313","2.1866667239616313"
"12160000","2.8399999340375266","2.8399999340375266","2.8399999340375266"
"12224000","2.0399999966224036","2.0399999966224036","2.0399999966224036"
"12288000","2.4799999396006265","2.4799999396006265","2.4799999396006265"
"12352000","1.8266665898263454","1.8266665898263454","1.8266665898263454"
"12416000","2.5133334000905356","2.5133334000905356","2.5133334000905356"
"12480000","2.6200000445048013","2.6200000445048013","2.6200000445048013"
"12544000","2.413333276907603","2.413333276907603","2.413333276907603"
"12608000","1.993333359559377","1.993333359559377","1.993333359559377"
"12672000","2.553333361943563","2.553333361943563","2.553333361943563"
"12736000","2.446666717529297","2.446666717529297","2.446666717529297"
"12800000","2.4333332975705466","2.4333332975705466","2.4333332975705466"
"12864000","2.1533332665761313","2.1533332665761313","2.1533332665761313"
"12928000","2.2866666316986084","2.2866666316986084","2.2866666316986084"
"12992000","2.060000002384186","2.060000002384186","2.060000002384186"
"13056000","2.5333333611488342","2.5333333611488342","2.5333333611488342"
"13120000","2.6800000270207724","2.6800000270207724","2.6800000270207724"
"13184000","2.153333323697249","2.153333323697249","2.153333323697249"
"13248000","2.706666727860769","2.706666727860769","2.706666727860769"
"13312000","1.8200000921885173","1.8200000921885173","1.8200000921885173"
"13376000","2.353333294391632","2.353333294391632","2.353333294391632"
"13440000","2.059999965131283","2.059999965131283","2.059999965131283"
"13504000","2.3533332546552024","2.3533332546552024","2.3533332546552024"
"13568000","2.493333379427592","2.493333379427592","2.493333379427592"
"13632000","2.9800000190734863","2.9800000190734863","2.9800000190734863"
"13696000","2.213333328564962","2.213333328564962","2.213333328564962"
"13760000","2.306666612625122","2.306666612625122","2.306666612625122"
"13824000","2.7200000286102295","2.7200000286102295","2.7200000286102295"
"13888000","2.5533333122730255","2.5533333122730255","2.5533333122730255"
"13952000","3.2200000286102295","3.2200000286102295","3.2200000286102295"
"14016000","2.159999986489614","2.159999986489614","2.159999986489614"
"14080000","2.353333314259847","2.353333314259847","2.353333314259847"
"14144000","2.819999933242798","2.819999933242798","2.819999933242798"
"14208000","2.5800000776847205","2.5800000776847205","2.5800000776847205"
"14272000","2.7799999713897705","2.7799999713897705","2.7799999713897705"
"14336000","2.4799999793370566","2.4799999793370566","2.4799999793370566"
"14400000","2.6666666666666665","2.6666666666666665","2.6666666666666665"
"14464000","2.7266667236884436","2.7266667236884436","2.7266667236884436"
"14528000","3.013333350419998","3.013333350419998","3.013333350419998"
"14592000","2.8666667143503823","2.8666667143503823","2.8666667143503823"
"14656000","2.8333333333333335","2.8333333333333335","2.8333333333333335"
"14720000","2.8466666539510093","2.8466666539510093","2.8466666539510093"
"14784000","2.786666750907898","2.786666750907898","2.786666750907898"
"14848000","2.400000015894572","2.400000015894572","2.400000015894572"
"14912000","2.1799999872843423","2.1799999872843423","2.1799999872843423"
"14976000","2.8399999936421714","2.8399999936421714","2.8399999936421714"
"15040000","2.9066666762034097","2.9066666762034097","2.9066666762034097"
"15104000","2.4133333365122476","2.4133333365122476","2.4133333365122476"
"15168000","2.720000068346659","2.720000068346659","2.720000068346659"
"15232000","2.7666666507720947","2.7666666507720947","2.7666666507720947"
"15296000","2.246666669845581","2.246666669845581","2.246666669845581"
"15360000","2.846666614214579","2.846666614214579","2.846666614214579"
"15424000","3.00000007947286","3.00000007947286","3.00000007947286"
"15488000","3.4166666666666665","3.4166666666666665","3.4166666666666665"
"15552000","3.2799999713897705","3.2799999713897705","3.2799999713897705"
"15616000","3.2200000286102295","3.2200000286102295","3.2200000286102295"
"15680000","3.119999965031942","3.119999965031942","3.119999965031942"
"15744000","2.6600000460942588","2.6600000460942588","2.6600000460942588"
"15808000","3.1200000445048013","3.1200000445048013","3.1200000445048013"
"15872000","2.9666666189829507","2.9666666189829507","2.9666666189829507"
"15936000","3.193333387374878","3.193333387374878","3.193333387374878"
"16000000","2.7733333508173623","2.7733333508173623","2.7733333508173623"
"16064000","2.4200000762939453","2.4200000762939453","2.4200000762939453"
"16128000","3.4733333587646484","3.4733333587646484","3.4733333587646484"
"16192000","2.8333332538604736","2.8333332538604736","2.8333332538604736"
"16256000","3.646666685740153","3.646666685740153","3.646666685740153"
"16320000","2.806666692097982","2.806666692097982","2.806666692097982"
"16384000","2.6666666666666665","2.6666666666666665","2.6666666666666665"
"16448000","2.7800000309944153","2.7800000309944153","2.7800000309944153"
"16512000","2.6000001033147178","2.6000001033147178","2.6000001033147178"
"16576000","2.666666567325592","2.666666567325592","2.666666567325592"
"16640000","2.5666667222976685","2.5666667222976685","2.5666667222976685"
"16704000","2.6666667064030967","2.6666667064030967","2.6666667064030967"
"16768000","2.746666669845581","2.746666669845581","2.746666669845581"
"16832000","2.926666736602783","2.926666736602783","2.926666736602783"
"16896000","2.986666679382324","2.986666679382324","2.986666679382324"
"16960000","3.2800000508626304","3.2800000508626304","3.2800000508626304"
"17024000","3.4766666889190674","3.4766666889190674","3.4766666889190674"
"17088000","3.0666666825612388","3.0666666825612388","3.0666666825612388"
"17152000","3.1466666062672934","3.1466666062672934","3.1466666062672934"
"17216000","2.9933332602183023","2.9933332602183023","2.9933332602183023"
"17280000","3.31333335240682","3.31333335240682","3.31333335240682"
"17344000","2.939999977747599","2.939999977747599","2.939999977747599"
"17408000","2.633333365122477","2.633333365122477","2.633333365122477"
"17472000","2.953333298365275","2.953333298365275","2.953333298365275"
"17536000","3.2066667079925537","3.2066667079925537","3.2066667079925537"
"17600000","3.3133333921432495","3.3133333921432495","3.3133333921432495"
"17664000","3.3066667715708413","3.3066667715708413","3.3066667715708413"
"17728000","3.5666666825612388","3.5666666825612388","3.5666666825612388"
"17792000","3.2399999698003135","3.2399999698003135","3.2399999698003135"
"17856000","3.073333263397217","3.073333263397217","3.073333263397217"
"17920000","3.373333295186361","3.373333295186361","3.373333295186361"
"17984000","3.133333404858907","3.133333404858907","3.133333404858907"
"18048000","3.433333396911621","3.433333396911621","3.433333396911621"
"18112000","3.0266667207082114","3.0266667207082114","3.0266667207082114"
"18176000","3.279999931653341","3.279999931653341","3.279999931653341"
"18240000","3.119999965031942","3.119999965031942","3.119999965031942"
"18304000","3.2333333492279053","3.2333333492279053","3.2333333492279053"
"18368000","3.319999933242798","3.319999933242798","3.319999933242798"
"18432000","3.119999945163727","3.119999945163727","3.119999945163727"
"18496000","3.1399999459584556","3.1399999459584556","3.1399999459584556"
"18560000","3.3933332363764444","3.3933332363764444","3.3933332363764444"
"18624000","3.4066666762034097","3.4066666762034097","3.4066666762034097"
"18688000","3.609999974568685","3.609999974568685","3.609999974568685"
"18752000","2.993333339691162","2.993333339691162","2.993333339691162"
"18816000","3.1000001033147178","3.1000001033147178","3.1000001033147178"
"18880000","3.6533333460489907","3.6533333460489907","3.6533333460489907"
"18944000","3.2399999300638833","3.2399999300638833","3.2399999300638833"
"19008000","3.9200000762939453","3.9200000762939453","3.9200000762939453"
"19072000","3.2066667477289834","3.2066667477289834","3.2066667477289834"
"19136000","3.31333335240682","3.31333335240682","3.31333335240682"
"19200000","3.859999974568685","3.859999974568685","3.859999974568685"
"19264000","3.9166666666666665","3.9166666666666665","3.9166666666666665"
"19328000","3.586666742960612","3.586666742960612","3.586666742960612"
"19392000","3.5533334414164224","3.5533334414164224","3.5533334414164224"
"19456000","3.540000041325887","3.540000041325887","3.540000041325887"
"19520000","2.9933332800865173","2.9933332800865173","2.9933332800865173"
"19584000","3.4199999968210855","3.4199999968210855","3.4199999968210855"
"19648000","2.9999999602635703","2.9999999602635703","2.9999999602635703"
"19712000","3.433333436648051","3.433333436648051","3.433333436648051"
"19776000","3.2199999491373696","3.2199999491373696","3.2199999491373696"
"19840000","3.759999990463257","3.759999990463257","3.759999990463257"
"19904000","3.386666695276896","3.386666695276896","3.386666695276896"
"19968000","3.166666626930237","3.166666626930237","3.166666626930237"
"20032000","3.193333387374878","3.193333387374878","3.193333387374878"
"20096000","3.5933333237965903","3.5933333237965903","3.5933333237965903"
"20160000","3.9133334159851074","3.9133334159851074","3.9133334159851074"
"20224000","3.0866666634877524","3.0866666634877524","3.0866666634877524"
"20288000","3.086666742960612","3.086666742960612","3.086666742960612"
"20352000","3.8466665744781494","3.8466665744781494","3.8466665744781494"
"20416000","2.7266666889190674","2.7266666889190674","2.7266666889190674"
"20480000","3.013333320617676","3.013333320617676","3.013333320617676"
"20544000","3.2266666889190674","3.2266666889190674","3.2266666889190674"
"20608000","2.8666666746139526","2.8666666746139526","2.8666666746139526"
"20672000","3.1633334159851074","3.1633334159851074","3.1633334159851074"
"20736000","3.753333330154419","3.753333330154419","3.753333330154419"
"20800000","3.259999990463257","3.259999990463257","3.259999990463257"
"20864000","3.31333335240682","3.31333335240682","3.31333335240682"
"20928000","3.2733333110809326","3.2733333110809326","3.2733333110809326"
"20992000","3.6600000063578286","3.6600000063578286","3.6600000063578286"
"21056000","3.4199999968210855","3.4199999968210855","3.4199999968210855"
"21120000","3.673333247502645","3.673333247502645","3.673333247502645"
"21184000","3.746666590372721","3.746666590372721","3.746666590372721"
"21248000","3.259999950726827","3.259999950726827","3.259999950726827"
"21312000","2.666666626930237","2.666666626930237","2.666666626930237"
"21376000","3.0733333428700766","3.0733333428700766","3.0733333428700766"
"21440000","2.346666693687439","2.346666693687439","2.346666693687439"
"21504000","3.506666620572408","3.506666620572408","3.506666620572408"
"21568000","3.7600000699361167","3.7600000699361167","3.7600000699361167"
"21632000","3.693333387374878","3.693333387374878","3.693333387374878"
"21696000","3.5933332443237305","3.5933332443237305","3.5933332443237305"
"21760000","3.606666644414266","3.606666644414266","3.606666644414266"
"21824000","3.2833332618077598","3.2833332618077598","3.2833332618077598"
"21888000","3.630000034968058","3.630000034968058","3.630000034968058"
"21952000","3.246666749318441","3.246666749318441","3.246666749318441"
"22016000","3.5200000603993735","3.5200000603993735","3.5200000603993735"
"22080000","3.633333365122477","3.633333365122477","3.633333365122477"
"22144000","3.3399999141693115","3.3399999141693115","3.3399999141693115"
"22208000","3.753333330154419","3.753333330154419","3.753333330154419"
"22272000","3.5533332029978433","3.5533332029978433","3.5533332029978433"
"22336000","3.0800000031789145","3.0800000031789145","3.0800000031789145"
"22400000","2.866666595141093","2.866666595141093","2.866666595141093"
"22464000","3.1333332856496177","3.1333332856496177","3.1333332856496177"
"22528000","3.8466667334238687","3.8466667334238687","3.8466667334238687"
"22592000","3.446666638056437","3.446666638056437","3.446666638056437"
"22656000","3.7200001080830893","3.7200001080830893","3.7200001080830893"
"22720000","3.81333335240682","3.81333335240682","3.81333335240682"
"22784000","3.580000082651774","3.580000082651774","3.580000082651774"
"22848000","3.1666667461395264","3.1666667461395264","3.1666667461395264"
"22912000","3.2133333683013916","3.2133333683013916","3.2133333683013916"
"22976000","3.7866667111714682","3.7866667111714682","3.7866667111714682"
"23040000","2.9933332602183023","2.9933332602183023","2.9933332602183023"
"23104000","3.0866665840148926","3.0866665840148926","3.0866665840148926"
"23168000","3.493333419164022","3.493333419164022","3.493333419164022"
"23232000","3.199999988079071","3.199999988079071","3.199999988079071"
"23296000","2.4199999968210855","2.4199999968210855","2.4199999968210855"
"23360000","3.553333361943563","3.553333361943563","3.553333361943563"
"23424000","3.18666664759318","3.18666664759318","3.18666664759318"
"23488000","3.2733332316080728","3.2733332316080728","3.2733332316080728"
"23552000","3.2199998696645102","3.2199998696645102","3.2199998696645102"
"23616000","3.693333387374878","3.693333387374878","3.693333387374878"
"23680000","3.393333355585734","3.393333355585734","3.393333355585734"
"23744000","3.7333333492279053","3.7333333492279053","3.7333333492279053"
"23808000","3.2733333110809326","3.2733333110809326","3.2733333110809326"
"23872000","3.353333314259847","3.353333314259847","3.353333314259847"
"23936000","3.693333307902018","3.693333307902018","3.693333307902018"
"24000000","3.31333335240682","3.31333335240682","3.31333335240682"
"24064000","3.880000034968058","3.880000034968058","3.880000034968058"
"24128000","3.8433334032694497","3.8433334032694497","3.8433334032694497"
"24192000","3.190000057220459","3.190000057220459","3.190000057220459"
"24256000","4.2466667493184405","4.2466667493184405","4.2466667493184405"
"24320000","3.413333257039388","3.413333257039388","3.413333257039388"
"24384000","3.4266666571299234","3.4266666571299234","3.4266666571299234"
"24448000","3.553333361943563","3.553333361943563","3.553333361943563"
"24512000","3.2199999491373696","3.2199999491373696","3.2199999491373696"
"24576000","3.4366666873296103","3.4366666873296103","3.4366666873296103"
"24640000","4.1166666348775225","4.1166666348775225","4.1166666348775225"
"24704000","3.993333339691162","3.993333339691162","3.993333339691162"
"24768000","3.4100000063578286","3.4100000063578286","3.4100000063578286"
"24832000","3.4666667779286704","3.4666667779286704","3.4666667779286704"
"24896000","3.5999999046325684","3.5999999046325684","3.5999999046325684"
"24960000","3.119999965031942","3.119999965031942","3.119999965031942"
"25024000","3.473333199818929","3.473333199818929","3.473333199818929"
"25088000","3.8266666730244956","3.8266666730244956","3.8266666730244956"
"25152000","3.7666667302449546","3.7666667302449546","3.7666667302449546"
"25216000","2.653333385785421","2.653333385785421","2.653333385785421"
"25280000","3.900000015894572","3.900000015894572","3.900000015894572"
"25344000","3.2199999491373696","3.2199999491373696","3.2199999491373696"
"25408000","3.486666758855184","3.486666758855184","3.486666758855184"
"25472000","3.753333409627279","3.753333409627279","3.753333409627279"
"25536000","3.3399999141693115","3.3399999141693115","3.3399999141693115"
"25600000","3.8366666634877524","3.8366666634877524","3.8366666634877524"
"25664000","4.253333489100139","4.253333489100139","4.253333489100139"
"25728000","3.4766666889190674","3.4766666889190674","3.4766666889190674"
"25792000","3.546666701634725","3.546666701634725","3.546666701634725"
"25856000","3.31333335240682","3.31333335240682","3.31333335240682"
"25920000","3.439999977747599","3.439999977747599","3.439999977747599"
"25984000","3.4266666571299234","3.4266666571299234","3.4266666571299234"
"26048000","3.699999968210856","3.699999968210856","3.699999968210856"
"26112000","2.940000057220459","2.940000057220459","2.940000057220459"
"26176000","3.993333339691162","3.993333339691162","3.993333339691162"
"26240000","3.619999965031942","3.619999965031942","3.619999965031942"
"26304000","3.0733333428700766","3.0733333428700766","3.0733333428700766"
"26368000","3.259999990463257","3.259999990463257","3.259999990463257"
"26432000","3.630000034968058","3.630000034968058","3.630000034968058"
"26496000","3.4000000953674316","3.4000000953674316","3.4000000953674316"
"26560000","3.426666736602783","3.426666736602783","3.426666736602783"
"26624000","3.573333263397217","3.573333263397217","3.573333263397217"
"26688000","3.8466667334238687","3.8466667334238687","3.8466667334238687"
"26752000","3.5666666825612388","3.5666666825612388","3.5666666825612388"
"26816000","3.2466666301091514","3.2466666301091514","3.2466666301091514"
"26880000","4.1333333651224775","4.1333333651224775","4.1333333651224775"
"26944000","3.426666577657064","3.426666577657064","3.426666577657064"
"27008000","4.120000044504802","4.120000044504802","4.120000044504802"
