"Step","coin5_cbam_baseline - SW_ep_rew_total","coin5_cbam_baseline - SW_ep_rew_total__MIN","coin5_cbam_baseline - SW_ep_rew_total__MAX"
"11264000","-1.260000228881836","-1.260000228881836","-1.260000228881836"
"11328000","-0.03999972343444824","-0.03999972343444824","-0.03999972343444824"
"11392000","0.04000043869018555","0.04000043869018555","0.04000043869018555"
"11456000","0.3600001335144043","0.3600001335144043","0.3600001335144043"
"11520000","-0.40000009536743164","-0.40000009536743164","-0.40000009536743164"
"11584000","0.05999946594238281","0.05999946594238281","0.05999946594238281"
"11648000","-0.1400001049041748","-0.1400001049041748","-0.1400001049041748"
"11712000","-1.380000114440918","-1.380000114440918","-1.380000114440918"
"11776000","-0.7400004863739014","-0.7400004863739014","-0.7400004863739014"
"11840000","-0.31999945640563965","-0.31999945640563965","-0.31999945640563965"
"11904000","-0.039999961853027344","-0.039999961853027344","-0.039999961853027344"
"11968000","-0.9000005722045898","-0.9000005722045898","-0.9000005722045898"
"12032000","-0.23999953269958496","-0.23999953269958496","-0.23999953269958496"
"12096000","0.32000017166137695","0.32000017166137695","0.32000017166137695"
"12160000","-0.8400006294250488","-0.8400006294250488","-0.8400006294250488"
"12224000","-1.8800005912780762","-1.8800005912780762","-1.8800005912780762"
"12288000","-1.6999998092651367","-1.6999998092651367","-1.6999998092651367"
"12352000","-1.3399999141693115","-1.3399999141693115","-1.3399999141693115"
"12416000","0.3400001525878906","0.3400001525878906","0.3400001525878906"
"12480000","0.799999475479126","0.799999475479126","0.799999475479126"
"12544000","-1.4200003147125244","-1.4200003147125244","-1.4200003147125244"
"12608000","-0.820000171661377","-0.820000171661377","-0.820000171661377"
"12672000","-1.0399999618530273","-1.0399999618530273","-1.0399999618530273"
"12736000","-0.01999950408935547","-0.01999950408935547","-0.01999950408935547"
"12800000","-0.8199999332427979","-0.8199999332427979","-0.8199999332427979"
"12864000","-0.7999997138977051","-0.7999997138977051","-0.7999997138977051"
"12928000","-0.04000043869018555","-0.04000043869018555","-0.04000043869018555"
"12992000","0.38000035285949707","0.38000035285949707","0.38000035285949707"
"13056000","-0.7200002670288086","-0.7200002670288086","-0.7200002670288086"
"13120000","-0.06000018119812012","-0.06000018119812012","-0.06000018119812012"
"13184000","-0.6399998664855957","-0.6399998664855957","-0.6399998664855957"
"13248000","-0.19999933242797852","-0.19999933242797852","-0.19999933242797852"
"13312000","-1.320000171661377","-1.320000171661377","-1.320000171661377"
"13376000","-0.6999998092651367","-0.6999998092651367","-0.6999998092651367"
"13440000","-0.8799998760223389","-0.8799998760223389","-0.8799998760223389"
"13504000","-0.2200002670288086","-0.2200002670288086","-0.2200002670288086"
"13568000","-0.40000033378601074","-0.40000033378601074","-0.40000033378601074"
"13632000","0.34000062942504883","0.34000062942504883","0.34000062942504883"
"13696000","-0.20000028610229492","-0.20000028610229492","-0.20000028610229492"
"13760000","-0.6000003814697266","-0.6000003814697266","-0.6000003814697266"
"13824000","-1.3199992179870605","-1.3199992179870605","-1.3199992179870605"
"13888000","-1.1600000858306885","-1.1600000858306885","-1.1600000858306885"
"13952000","0.25999951362609863","0.25999951362609863","0.25999951362609863"
"14016000","0.09999966621398926","0.09999966621398926","0.09999966621398926"
"14080000","-0.11999988555908203","-0.11999988555908203","-0.11999988555908203"
"14144000","-0.619999885559082","-0.619999885559082","-0.619999885559082"
"14208000","-2.384185791015625e-7","-2.384185791015625e-7","-2.384185791015625e-7"
"14272000","-0.10000038146972656","-0.10000038146972656","-0.10000038146972656"
"14336000","-0.9200000762939453","-0.9200000762939453","-0.9200000762939453"
"14400000","-0.39999985694885254","-0.39999985694885254","-0.39999985694885254"
"14464000","-0.39999938011169434","-0.39999938011169434","-0.39999938011169434"
"14528000","-0.7600002288818359","-0.7600002288818359","-0.7600002288818359"
"14592000","-0.5599994659423828","-0.5599994659423828","-0.5599994659423828"
"14656000","-1.1200003623962402","-1.1200003623962402","-1.1200003623962402"
"14720000","-0.03999972343444824","-0.03999972343444824","-0.03999972343444824"
"14784000","-1.0199999809265137","-1.0199999809265137","-1.0199999809265137"
"14848000","-0.6800000667572021","-0.6800000667572021","-0.6800000667572021"
"14912000","-1.059999704360962","-1.059999704360962","-1.059999704360962"
"14976000","-0.3400003910064697","-0.3400003910064697","-0.3400003910064697"
"15040000","-0.820000171661377","-0.820000171661377","-0.820000171661377"
"15104000","0.5000002384185791","0.5000002384185791","0.5000002384185791"
"15168000","0.5199992656707764","0.5199992656707764","0.5199992656707764"
"15232000","0.2200002670288086","0.2200002670288086","0.2200002670288086"
"15296000","0.5799996852874756","0.5799996852874756","0.5799996852874756"
"15360000","-0.9599997997283936","-0.9599997997283936","-0.9599997997283936"
"15424000","-2.384185791015625e-7","-2.384185791015625e-7","-2.384185791015625e-7"
"15488000","-0.18000006675720215","-0.18000006675720215","-0.18000006675720215"
"15552000","0.40000057220458984","0.40000057220458984","0.40000057220458984"
"15616000","-0.38000011444091797","-0.38000011444091797","-0.38000011444091797"
"15680000","-0.7400000095367432","-0.7400000095367432","-0.7400000095367432"
"15744000","-0.16000008583068848","-0.16000008583068848","-0.16000008583068848"
"15808000","0.2800002098083496","0.2800002098083496","0.2800002098083496"
"15872000","-0.26000070571899414","-0.26000070571899414","-0.26000070571899414"
"15936000","-1.4800000190734863","-1.4800000190734863","-1.4800000190734863"
"16000000","0.16000056266784668","0.16000056266784668","0.16000056266784668"
"16064000","0.01999974250793457","0.01999974250793457","0.01999974250793457"
"16128000","-0.39999985694885254","-0.39999985694885254","-0.39999985694885254"
"16192000","4.76837158203125e-7","4.76837158203125e-7","4.76837158203125e-7"
"16256000","-0.6399998664855957","-0.6399998664855957","-0.6399998664855957"
"16320000","0.40000033378601074","0.40000033378601074","0.40000033378601074"
"16384000","-1.440000295639038","-1.440000295639038","-1.440000295639038"
"16448000","-0.39999985694885254","-0.39999985694885254","-0.39999985694885254"
"16512000","-0.6400001049041748","-0.6400001049041748","-0.6400001049041748"
"16576000","0.20000052452087402","0.20000052452087402","0.20000052452087402"
"16640000","-0.11999964714050293","-0.11999964714050293","-0.11999964714050293"
"16704000","-0.5399999618530273","-0.5399999618530273","-0.5399999618530273"
"16768000","-0.6800005435943604","-0.6800005435943604","-0.6800005435943604"
"16832000","-0.7999999523162842","-0.7999999523162842","-0.7999999523162842"
"16896000","-0.6200006008148193","-0.6200006008148193","-0.6200006008148193"
"16960000","-0.6400003433227539","-0.6400003433227539","-0.6400003433227539"
"17024000","-0.08000040054321289","-0.08000040054321289","-0.08000040054321289"
"17088000","-0.5599997043609619","-0.5599997043609619","-0.5599997043609619"
"17152000","-0.8199999332427979","-0.8199999332427979","-0.8199999332427979"
"17216000","-0.5","-0.5","-0.5"
"17280000","-1.0200002193450928","-1.0200002193450928","-1.0200002193450928"
"17344000","0.12000060081481934","0.12000060081481934","0.12000060081481934"
"17408000","-1.2199995517730713","-1.2199995517730713","-1.2199995517730713"
"17472000","0.1400003433227539","0.1400003433227539","0.1400003433227539"
"17536000","-0.5599997043609619","-0.5599997043609619","-0.5599997043609619"
"17600000","0.09999990463256836","0.09999990463256836","0.09999990463256836"
"17664000","0.5799996852874756","0.5799996852874756","0.5799996852874756"
"17728000","-0.3400001525878906","-0.3400001525878906","-0.3400001525878906"
"17792000","-0.5399999618530273","-0.5399999618530273","-0.5399999618530273"
"17856000","0.6399998664855957","0.6399998664855957","0.6399998664855957"
"17920000","-0.4400005340576172","-0.4400005340576172","-0.4400005340576172"
"17984000","-1.0800001621246338","-1.0800001621246338","-1.0800001621246338"
"18048000","-0.679999589920044","-0.679999589920044","-0.679999589920044"
"18112000","0.24000048637390137","0.24000048637390137","0.24000048637390137"
"18176000","0.18000030517578125","0.18000030517578125","0.18000030517578125"
"18240000","-1.2400004863739014","-1.2400004863739014","-1.2400004863739014"
"18304000","-0.5600001811981201","-0.5600001811981201","-0.5600001811981201"
"18368000","-0.15999960899353027","-0.15999960899353027","-0.15999960899353027"
"18432000","-0.24000024795532227","-0.24000024795532227","-0.24000024795532227"
"18496000","0.5599997043609619","0.5599997043609619","0.5599997043609619"
"18560000","-0.7199995517730713","-0.7199995517730713","-0.7199995517730713"
"18624000","-0.6400003433227539","-0.6400003433227539","-0.6400003433227539"
"18688000","-0.39999938011169434","-0.39999938011169434","-0.39999938011169434"
"18752000","0.40000081062316895","0.40000081062316895","0.40000081062316895"
"18816000","-0.5","-0.5","-0.5"
"18880000","-1.380000352859497","-1.380000352859497","-1.380000352859497"
"18944000","-0.4399998188018799","-0.4399998188018799","-0.4399998188018799"
"19008000","0.15999984741210938","0.15999984741210938","0.15999984741210938"
"19072000","-0.6999995708465576","-0.6999995708465576","-0.6999995708465576"
"19136000","-1.2199995517730713","-1.2199995517730713","-1.2199995517730713"
"19200000","-1.0999994277954102","-1.0999994277954102","-1.0999994277954102"
"19264000","-0.5400006771087646","-0.5400006771087646","-0.5400006771087646"
"19328000","-0.03999972343444824","-0.03999972343444824","-0.03999972343444824"
"19392000","-0.10000014305114746","-0.10000014305114746","-0.10000014305114746"
"19456000","1.2599999904632568","1.2599999904632568","1.2599999904632568"
"19520000","-0.9000000953674316","-0.9000000953674316","-0.9000000953674316"
"19584000","0.12000012397766113","0.12000012397766113","0.12000012397766113"
"19648000","-0.5400004386901855","-0.5400004386901855","-0.5400004386901855"
"19712000","0.10000038146972656","0.10000038146972656","0.10000038146972656"
"19776000","-0.6399998664855957","-0.6399998664855957","-0.6399998664855957"
"19840000","0.24000048637390137","0.24000048637390137","0.24000048637390137"
"19904000","-0.5800001621246338","-0.5800001621246338","-0.5800001621246338"
"19968000","-0.45999979972839355","-0.45999979972839355","-0.45999979972839355"
"20032000","-0.6599993705749512","-0.6599993705749512","-0.6599993705749512"
